# Annotated with Bakta
# Software: v1.11.3
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	28005	29030	+	OIFKLK_00024	lysM	LysM domain-containing protein	SO:0001217, UniRef:UniRef50_Q9I7A7
contig_1	cds	29165	30253	+	OIFKLK_00025	dprA	DNA protecting protein DprA	SO:0001217, UniRef:UniRef50_A0A2R3IYL8
contig_1	cds	30294	30851	+	OIFKLK_00026		Threonylcarbamoyl-AMP synthase	SO:0001217, UniRef:UniRef50_A0A2Z3I8K8
contig_1	cds	30861	31838	-	OIFKLK_00027		Quinone oxidoreductase	SO:0001217, UniRef:UniRef50_Q7VWH1
contig_1	cds	32029	32946	+	OIFKLK_00028		Oxygen-dependent coproporphyrinogen-III oxidase	SO:0001217, UniRef:UniRef50_A0KEX7
contig_1	cds	33004	33828	+	OIFKLK_00029		Shikimate dehydrogenase (NADP(+))	SO:0001217, UniRef:UniRef50_P43904
contig_1	cds	33939	34925	+	OIFKLK_00030	plcB	Phospholipase C, PlcB	SO:0001217, UniRef:UniRef50_Q9I7A4
contig_1	cds	34906	36192	+	OIFKLK_00031		peptidylprolyl isomerase	SO:0001217, UniRef:UniRef50_A6UX89
contig_1	cds	36408	36791	+	OIFKLK_00032		hypothetical protein	
contig_1	cds	36795	38348	-	OIFKLK_00033		STAS domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7U7EKM4
contig_1	cds	38353	39276	-	OIFKLK_00034		ABC-type glycine betaine transport system substrate-binding domain-containing protein	SO:0001217, UniRef:UniRef50_Q9I7A0
contig_1	cds	39293	40804	-	OIFKLK_00035		Sulfatase N-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3M5EBN9
contig_1	cds	40932	41831	+	OIFKLK_00036		HTH lysR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0C5ECR6
contig_1	cds	41842	42219	+	OIFKLK_00037		DOPA 4,5-dioxygenase family protein	SO:0001217, UniRef:UniRef50_A0A9E1QG85
contig_1	cds	42198	42563	-	OIFKLK_00038		HPt domain-containing protein	SO:0001217, UniRef:UniRef50_Q9I797
contig_1	cds	42571	43194	-	OIFKLK_00039	bvgA	Virulence factors putative positive transcription regulator BvgA	SO:0001217, UniRef:UniRef50_P0A4H2
contig_1	cds	43380	44186	-	OIFKLK_00040		Tryptophan synthase alpha chain	SO:0001217, UniRef:UniRef50_P07344
contig_1	cds	44183	45391	-	OIFKLK_00041		Tryptophan synthase beta chain	SO:0001217, UniRef:UniRef50_A2BUE1
contig_1	cds	45495	46382	+	OIFKLK_00042		HTH lysR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0P7Z7F8
contig_1	cds	46483	46698	+	OIFKLK_00043		Dodecin flavoprotein	SO:0001217, UniRef:UniRef50_Q487U3
contig_1	cds	46888	47109	+	OIFKLK_00044		DUF1161 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1G5MI52
contig_1	cds	47407	49095	+	OIFKLK_00045	tpsB2	two-partner secretion system transporter TpsB2	BlastRules:WP_003147036, SO:0001217, UniRef:UniRef50_A0A8S0GXB3
contig_1	cds	49208	59773	+	OIFKLK_00046	tpsA2	two-partner secretion system putative hemagglutinin TpsA2	BlastRules:WP_003147038, SO:0001217, UniRef:UniRef50_UPI00053EA1C6
contig_1	cds	60318	60659	+	OIFKLK_00047		hypothetical protein	
contig_1	cds	62058	62225	+	OIFKLK_00048		hypothetical protein	
contig_1	cds	62435	62830	+	OIFKLK_00049		Lipoprotein SmpA/OmlA domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6S7CBD0
contig_1	cds	63095	64348	-	OIFKLK_00050		DUF4010 domain-containing protein	SO:0001217, UniRef:UniRef50_I4CVN3
contig_1	cds	64345	64476	-	OIFKLK_00051		hypothetical protein	
contig_1	cds	64668	66041	+	OIFKLK_00052	exoT	T3SS effector bifunctional cytotoxin exoenzyme T	BlastRules:WP_003114583, SO:0001217, UniRef:UniRef50_G3XDA1
contig_1	cds	66537	67223	+	OIFKLK_00053	csgG	Curli production assembly/transport component CsgG	SO:0001217, UniRef:UniRef50_U3U1C3
contig_1	cds	67254	67607	+	OIFKLK_00054		DUF4810 domain-containing protein	SO:0001217, UniRef:UniRef50_Q9I786
contig_1	cds	67604	68269	+	OIFKLK_00055		Lipoprotein	SO:0001217, UniRef:UniRef50_B1T988
contig_1	cds	68284	68667	-	OIFKLK_00056		HTH cro/C1-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3M5E9P5
contig_1	cds	68949	70610	-	OIFKLK_00057		Uncharacterized protein PA0049	SO:0001217, UniRef:UniRef50_Q9I783
contig_1	cds	71220	71360	+	OIFKLK_00058		Secreted protein	SO:0001217, UniRef:UniRef50_Q9I782
contig_1	cds	71422	71559	+	OIFKLK_00059		Lipoprotein	SO:0001217, UniRef:UniRef50_Q1I8I1
contig_1	cds	72185	74017	+	OIFKLK_00060	phzH	phenazine-modifying enzyme	SO:0001217, UniRef:UniRef50_A0A075UWI4, VFDB:VFC0272, VFDB:VFG015551
contig_1	cds	74070	74498	-	OIFKLK_00061		Cupin domain-containing protein	SO:0001217, UniRef:UniRef50_Q9I780
contig_1	cds	74707	75255	-	OIFKLK_00062		putative RNA 2'-phosphotransferase	SO:0001217, UniRef:UniRef50_Q9I778
contig_1	cds	75294	75800	-	OIFKLK_00063		DUF1993 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A9X0EH52
contig_1	cds	75866	76786	-	OIFKLK_00064	lysR	LysR family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A1P8JW41
contig_1	cds	76894	77781	+	OIFKLK_00065		Metallo-beta-lactamase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2K4XER8
contig_1	cds	77844	78548	+	OIFKLK_00066		DSBA-like thioredoxin domain-containing protein	SO:0001217, UniRef:UniRef50_Q9I774
contig_1	cds	78662	79087	+	OIFKLK_00067	osmC	Peroxiredoxin OsmC	SO:0001217, UniRef:UniRef50_A0A1Q9R9N9
contig_1	cds	79198	79431	+	OIFKLK_00068		DUF1161 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6I1LAG7
contig_1	cds	79443	79880	-	OIFKLK_00069		Lipoprotein	SO:0001217, UniRef:UniRef50_Q9I771
contig_1	cds	79937	80353	-	OIFKLK_00070		Lipoprotein	SO:0001217, UniRef:UniRef50_N2JFG7
contig_1	cds	80445	81572	+	OIFKLK_00071		Aminopeptidase	SO:0001217, UniRef:UniRef50_Q1IH11
contig_1	cds	81580	82563	-	OIFKLK_00072		hypothetical protein	
contig_1	cds	82596	83261	-	OIFKLK_00073		Phosphoglycolate phosphatase	SO:0001217, UniRef:UniRef50_A0AAJ2BL62
contig_1	cds	83254	83796	-	OIFKLK_00074		Transferase	SO:0001217, UniRef:UniRef50_D3HKT7
contig_1	cds	83874	85919	+	OIFKLK_00075		oligopeptidase A	SO:0001217, UniRef:UniRef50_S6APV2
contig_1	cds	85916	86191	+	OIFKLK_00076	yheV	YheV family metal-binding protein	SO:0001217, UniRef:UniRef50_A0A031MBP4
contig_1	cds	86280	87338	+	OIFKLK_00077		Radical SAM core domain-containing protein	SO:0001217, UniRef:UniRef50_Q9I763
contig_1	cds	87568	88482	-	OIFKLK_00078	tagQ	type VI secretion system-associated lipoprotein TagQ	BlastRules:WP_003106614, SO:0001217, UniRef:UniRef50_Q9I762
contig_1	cds	88544	90256	-	OIFKLK_00079	tagR	type VI secretion system-associated regulator TagR	BlastRules:WP_003106615, SO:0001217, UniRef:UniRef50_A4XUQ2
contig_1	cds	90249	91448	-	OIFKLK_00080	tagS	type IV secretion associated ABC transporter permease TagS	BlastRules:WP_003083634, SO:0001217, UniRef:UniRef50_A0A1V9UWJ6
contig_1	cds	91448	92167	-	OIFKLK_00081	tagT	type IV secretion associated ABC transporter ATP-binding protein TagT	BlastRules:WP_003114657, SO:0001217, UniRef:UniRef50_A0A5E6T0W7
contig_1	cds	92164	95262	-	OIFKLK_00082	ppkA	serine/threonine protein kinase PpkA	BlastRules:WP_003147051, SO:0001217, UniRef:UniRef50_Q9I758
contig_1	cds	95270	95998	-	OIFKLK_00083	pppA	serine/threonine phosphatase PppA	BlastRules:WP_003106965, SO:0001217, UniRef:UniRef50_A0A5E6T5M7
contig_1	cds	96008	96688	-	OIFKLK_00084	pppB	Pseudomonas protein phosphatase PppB	SO:0001217, UniRef:UniRef50_Q9I756, VFDB:VFC0086, VFDB:VFG002062
contig_1	cds	96685	100215	-	OIFKLK_00085	icmF1	type VI secretion system protein IcmF1	SO:0001217, UniRef:UniRef50_Q9I755, VFDB:VFC0086, VFDB:VFG002063
contig_1	cds	100212	101561	-	OIFKLK_00086	dotU	type VI secretion system protein DotU	SO:0001217, UniRef:UniRef50_N6YNX6, VFDB:VFC0086, VFDB:VFG002064
contig_1	cds	101568	102902	-	OIFKLK_00087	hsiJ1	type VI secretion system hcp secretion island protein HsiJ1	SO:0001217, UniRef:UniRef50_A0A545TGR4, VFDB:VFC0086, VFDB:VFG002065
contig_1	cds	102918	103382	-	OIFKLK_00088	lip1	lipoprotein	SO:0001217, UniRef:UniRef50_Q9I752, VFDB:VFC0086, VFDB:VFG002066
contig_1	cds	103427	104908	-	OIFKLK_00089	fha1	type VI secretion system forkhead-associated protein Fha1	SO:0001217, UniRef:UniRef50_A0A3M3E5V2, VFDB:VFC0086, VFDB:VFG002067
contig_1	cds	105276	106310	+	OIFKLK_00090	hsiA1	type VI secretion system hcp secretion island protein HsiA1	SO:0001217, UniRef:UniRef50_A0A446B2W5, VFDB:VFC0086, VFDB:VFG002068
contig_1	cds	106399	106917	+	OIFKLK_00091	hsiB1	type VI secretion system tubule-forming protein VipA	SO:0001217, UniRef:UniRef50_A0A8B5WDH3, VFDB:VFC0086, VFDB:VFG002069
contig_1	cds	106930	108426	+	OIFKLK_00092	hsiC1	type VI secretion system tubule-forming protein VipB	SO:0001217, UniRef:UniRef50_Q9I748, VFDB:VFC0086, VFDB:VFG002070
contig_1	cds	108502	108990	+	OIFKLK_00093	hcp	type VI secretion system receptor/chaperone Hcp	BlastRules:WP_003083670, SO:0001217, UniRef:UniRef50_A0A3M3E5I0
contig_1	cds	109218	110003	+	OIFKLK_00094	tagJ	type VI secretion system accessory protein TagJ	BlastRules:WP_003119488, SO:0001217, UniRef:UniRef50_A0A7I8CKK6
contig_1	cds	110005	110514	+	OIFKLK_00095	hsiF1	type VI secretion system hcp secretion island protein HsiF1, a gp25-like protein, but not exhibit lysozyme activity	SO:0001217, UniRef:UniRef50_Q9I745, VFDB:VFC0086, VFDB:VFG002073
contig_1	cds	110511	112370	+	OIFKLK_00096	hsiG1	type VI secretion system hcp secretion island protein HsiG1	SO:0001217, UniRef:UniRef50_Q9I744, VFDB:VFC0086, VFDB:VFG002074
contig_1	cds	112334	113380	+	OIFKLK_00097	hsiH1	type VI secretion system hcp secretion island protein HsiH1	SO:0001217, UniRef:UniRef50_Q9I743, VFDB:VFC0086, VFDB:VFG002075
contig_1	cds	113373	116081	+	OIFKLK_00098	clpV1	type VI secretion system AAA+ family ATPase	SO:0001217, UniRef:UniRef50_A0A158BUS1, VFDB:VFC0086, VFDB:VFG002076
contig_1	cds	116119	118059	+	OIFKLK_00099	vgrG1a	type VI secretion system spike protein VgrG1a	BlastRules:WP_010895494
contig_1	cds	118174	118458	-	OIFKLK_00100		Immune protein Tsi6	SO:0001217, UniRef:UniRef50_Q9I740
contig_1	cds	118547	119746	-	OIFKLK_00101		hypothetical protein	PFAM:PF05488.18
contig_1	cds	119762	120196	-	OIFKLK_00102	eagT6	Effector EagT6	SO:0001217, UniRef:UniRef50_Q9I738
contig_1	cds	120450	122675	+	OIFKLK_00103	vgrG1b	type VI secretion system spike protein VgrG1b	BlastRules:WP_003147059
contig_1	cds	122703	123152	+	OIFKLK_00104		DUF6484 domain-containing protein	SO:0001217, UniRef:UniRef50_Q9I736
contig_1	cds	123169	124281	+	OIFKLK_00105		DUF2169 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0H2ZKA6
contig_1	cds	124278	125315	+	OIFKLK_00106		3-oxoacyl-ACP synthase	SO:0001217, UniRef:UniRef50_A0A554PBT4
contig_1	cds	125315	126475	+	OIFKLK_00107	tse7	type VI secretion exported 7, a DNase and PAAR protein	SO:0001217, UniRef:UniRef50_Q9I733, VFDB:VFC0086, VFDB:VFG050294
contig_1	cds	126497	127417	+	OIFKLK_00108		Immune protein Tsi7	SO:0001217, UniRef:UniRef50_Q9I732
contig_1	cds	127399	128646	+	OIFKLK_00109		TIGR02270 family protein	SO:0001217, UniRef:UniRef50_A0A679GDI8
contig_1	cds	129022	129750	+	OIFKLK_00110		Carbonic anhydrase	SO:0001217, UniRef:UniRef50_A0A7V2HHQ8
contig_1	cds	129961	131532	+	OIFKLK_00111		STAS domain-containing protein	SO:0001217, UniRef:UniRef50_I8I592
contig_1	cds	131519	132157	-	OIFKLK_00112		Transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A3M4W0L5
contig_1	cds	132553	133653	+	OIFKLK_00113		Cytochrome c oxidase subunit 2	SO:0001217, UniRef:UniRef50_C1DA52
contig_1	cds	133663	135255	+	OIFKLK_00114		Cytochrome c oxidase subunit 1	SO:0001217, UniRef:UniRef50_A0A964HHG6
contig_1	cds	135266	135820	+	OIFKLK_00115	ctaG	Cytochrome c oxidase assembly protein CtaG	SO:0001217, UniRef:UniRef50_S6B9L1
contig_1	cds	135831	136718	+	OIFKLK_00116		cytochrome-c oxidase	SO:0001217, UniRef:UniRef50_Q3J6R1
contig_1	cds	136734	136943	-	OIFKLK_00117		Twin transmembrane helix small protein	SO:0001217, UniRef:UniRef50_Q9I723
contig_1	cds	136959	137753	+	OIFKLK_00118		SURF1-like protein	SO:0001217, UniRef:UniRef50_A0A2M8UU76
contig_1	cds	137728	138306	+	OIFKLK_00119		Transmembrane protein	SO:0001217, UniRef:UniRef50_A0AAD1F0M0
contig_1	cds	138371	139444	+	OIFKLK_00120		hypothetical protein	
contig_1	cds	139470	140384	+	OIFKLK_00121		Protoheme IX farnesyltransferase 1	SO:0001217, UniRef:UniRef50_Q9I719
contig_1	cds	140410	141045	+	OIFKLK_00122	senC	cytochrome c oxidase copper chaperone SenC	BlastRules:WP_003083748, SO:0001217, UniRef:UniRef50_A0A654D7Y4
contig_1	cds	141085	141537	-	OIFKLK_00123		N-acetyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_Q9I717
contig_1	cds	141669	142142	+	OIFKLK_00124		Putative transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A095SJK3
contig_1	cds	142399	143127	+	OIFKLK_00125		Diacetyl reductase [(S)-acetoin forming]	SO:0001217, UniRef:UniRef50_A0A6V6ZHG2
contig_1	cds	143152	143739	+	OIFKLK_00126		2-hydroxychromene-2-carboxylate isomerase	SO:0001217, UniRef:UniRef50_A0A2S6RVT3
contig_1	cds	143984	145318	+	OIFKLK_00127		C4-dicarboxylate transport protein 1	SO:0001217, UniRef:UniRef50_Q9I713
contig_1	cds	145367	146053	+	OIFKLK_00128		HTH gntR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3M3EG75
contig_1	cds	146154	146888	+	OIFKLK_00129		HTH gntR-type domain-containing protein	SO:0001217, UniRef:UniRef50_Q9I711
contig_1	cds	147068	147478	+	OIFKLK_00130		Hemolysin	SO:0001217, UniRef:UniRef50_Q9I710
contig_1	cds	147510	148418	-	OIFKLK_00131	lysR	LysR family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A2T5MIC6
contig_1	cds	148718	148999	-	OIFKLK_00132	parE	type II toxin-antitoxin system toxin ParE	BlastRules:WP_003083773, SO:0001217, UniRef:UniRef50_Q9I708
contig_1	cds	148996	149223	-	OIFKLK_00133	copG	Ribbon-helix-helix protein CopG domain-containing protein	SO:0001217, UniRef:UniRef50_Q9I707
contig_1	cds	149399	150019	-	OIFKLK_00134		Lipoprotein	SO:0001217, UniRef:UniRef50_Q9I706
contig_1	cds	150120	150620	+	OIFKLK_00135		Water stress and hypersensitive response domain-containing protein	SO:0001217, UniRef:UniRef50_Q9I705
contig_1	cds	150693	151034	+	OIFKLK_00136		Alkylphosphonate utilization protein	SO:0001217, UniRef:UniRef50_Q88Q12
contig_1	cds	151116	152543	-	OIFKLK_00137		GABA permease	SO:0001217, UniRef:UniRef50_A0AA37RPK3
contig_1	cds	152712	154205	-	OIFKLK_00138		Malonate-semialdehyde dehydrogenase	SO:0001217, UniRef:UniRef50_Q9I702
contig_1	cds	154289	154576	-	OIFKLK_00139		Cupin	SO:0001217, UniRef:UniRef50_L0KC75
contig_1	cds	154576	155922	-	OIFKLK_00140		Putative 8-amino-7-oxononanoate synthase	SO:0001217, UniRef:UniRef50_Q7NY39
contig_1	cds	156057	156974	+	OIFKLK_00141	bauR	HTH-type transcriptional activator BauR	BlastRules:WP_003083805, SO:0001217, UniRef:UniRef50_A0A3M3EL99
contig_1	cds	157087	158385	-	OIFKLK_00142		Guanine deaminase	SO:0001217, UniRef:UniRef50_A0A7Z2T6C4
contig_1	cds	158624	159508	+	OIFKLK_00143		hypothetical protein	
contig_1	cds	159568	161139	+	OIFKLK_00144		ABC transporter, ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A3M3X9F2
contig_1	cds	161139	162236	+	OIFKLK_00145		Sugar ABC transporter permease	SO:0001217, UniRef:UniRef50_A0A1Q9R8X7
contig_1	cds	162258	163184	+	OIFKLK_00146		ABC transporter permease	SO:0001217, UniRef:UniRef50_A0A3B0M519
contig_1	cds	163349	163912	+	OIFKLK_00147		Alkyl hydroperoxide reductase C	SO:0001217, UniRef:UniRef50_Q02UU0
contig_1	cds	164057	165622	+	OIFKLK_00148		NADH dehydrogenase	SO:0001217, UniRef:UniRef50_P26829
contig_1	cds	165702	166775	-	OIFKLK_00149		hypothetical protein	PFAM:PF03976.20
contig_1	cds	167056	168405	+	OIFKLK_00150		8-oxoguanine deaminase	SO:0001217, UniRef:UniRef50_Q9I6Z0
contig_1	cds	168513	169565	+	OIFKLK_00151		Inosine/uridine-preferring nucleoside hydrolase	SO:0001217, UniRef:UniRef50_A0A3M5GTN2
contig_1	cds	169593	170219	-	OIFKLK_00152		Nucleoside 2-deoxyribosyltransferase	SO:0001217, UniRef:UniRef50_Q9I6Y8
contig_1	cds	170341	170856	-	OIFKLK_00153		Nucleoside 2-deoxyribosyltransferase	SO:0001217, UniRef:UniRef50_A0A0S4TT12
contig_1	cds	171095	172192	+	OIFKLK_00154		ABC transporter substrate-binding protein PnrA-like domain-containing protein	SO:0001217, UniRef:UniRef50_W8XA23
contig_1	cds	172265	173227	+	OIFKLK_00155		2-oxoglutarate-dependent ethylene/succinate-forming enzyme	SO:0001217, UniRef:UniRef50_A0A0P9QX70
contig_1	cds	173332	174282	+	OIFKLK_00156		Adenine deaminase	SO:0001217, UniRef:UniRef50_Q88QA3
contig_1	cds	174437	175024	+	OIFKLK_00157		RNA polymerase sigma-70 factor (ECF subfamily)	SO:0001217, UniRef:UniRef50_A0A4R7X058
contig_1	cds	175021	176016	+	OIFKLK_00158		Putative transmembrane sensor	SO:0001217, UniRef:UniRef50_A0A0H2ZK74
contig_1	cds	176164	178551	+	OIFKLK_00159		putative TonB-dependent receptor	SO:0001217, UniRef:UniRef50_Q9I6Y1
contig_1	cds	178838	179755	+	OIFKLK_00160		HTH lysR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0C5E852
contig_1	cds	179890	180609	+	OIFKLK_00161		Protocatechuate 3,4-dioxygenase beta chain	SO:0001217, UniRef:UniRef50_P00437
contig_1	cds	180620	181225	+	OIFKLK_00162		Protocatechuate 3,4-dioxygenase alpha chain	SO:0001217, UniRef:UniRef50_P00436
contig_1	cds	181432	182271	+	OIFKLK_00163		Pca regulon regulatory protein	SO:0001217, UniRef:UniRef50_Q52154
contig_1	cds	182472	183575	+	OIFKLK_00164	triA	triclosan efflux RND transporter adaptor protein TriA	BlastRules:WP_003118583, SO:0001217, UniRef:UniRef50_N2JFP6
contig_1	cds	183572	184642	+	OIFKLK_00165	triB	triclosan efflux RND transporter adaptor protein TriB	BlastRules:WP_003083872, SO:0001217, UniRef:UniRef50_A0A0C5DV56
contig_1	cds	184639	187686	+	OIFKLK_00166	triC	triclosan efflux RND transporter permease subunit TriC	BlastRules:WP_003102199, SO:0001217, UniRef:UniRef50_A0A532DRG4
contig_1	ncRNA	187687	187810	-	OIFKLK_00167	Sr006	Pseudomonas sRNA 6	RFAM:RF02889, SO:0000655
contig_1	cds	187885	188823	+	OIFKLK_00168		HTH lysR-type domain-containing protein	SO:0001217, UniRef:UniRef50_N2J9W8
contig_1	cds	188939	189124	+	OIFKLK_00169		hypothetical protein	
contig_1	cds	189711	191045	+	OIFKLK_00170		Histidine-specific outer membrane porin D	SO:0001217, UniRef:UniRef50_Q88PP9
contig_1	cds	191074	191871	-	OIFKLK_00171	nimR	HTH-type transcriptional regulator NimR	SO:0001217, UniRef:UniRef50_A0A5E7U8J0
contig_1	cds	191949	193565	+	OIFKLK_00172	ywrD	Gamma-glutamyltransferase YwrD	SO:0001217, UniRef:UniRef50_A0A6N3CW12
contig_1	cds	194237	195073	+	OIFKLK_00173		Nucleoside-specific outer membrane channel protein Tsx	SO:0001217, UniRef:UniRef50_A0A0J6I084
contig_1	cds	195315	196721	+	OIFKLK_00174	xanP	Xanthine permease XanP	SO:0001217, UniRef:UniRef50_A0A2X5NW18
contig_1	cds	196814	197479	+	OIFKLK_00175		HTH tetR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0C5DYK4
contig_1	cds	197485	198075	+	OIFKLK_00176		Thymidylate synthase	SO:0001217, UniRef:UniRef50_Q4KIR2
contig_1	cds	198082	198909	-	OIFKLK_00177	siaD	biofilm formation regulator diguanylate cyclase SiaD	BlastRules:WP_017001813, SO:0001217, UniRef:UniRef50_A0A069QEY1
contig_1	cds	198916	199296	-	OIFKLK_00178	siaC	biofilm formation regulator SiaD modulator protein SiaC	BlastRules:WP_003083913, SO:0001217, UniRef:UniRef50_Q02UQ8
contig_1	cds	199323	199865	-	OIFKLK_00179	siaB	biofilm formation regulator kinase SiaB	BlastRules:WP_003083916, SO:0001217, UniRef:UniRef50_A0A172YCZ2
contig_1	cds	199874	201865	-	OIFKLK_00180		HAMP domain-containing protein	SO:0001217, UniRef:UniRef50_S2KKW7
contig_1	cds	202128	203177	-	OIFKLK_00181		Protein-glutamate methylesterase/protein-glutamine glutaminase 2	SO:0001217, UniRef:UniRef50_Q9I6V9
contig_1	cds	203197	203799	-	OIFKLK_00182	cheD	putative chemoreceptor glutamine deamidase CheD	SO:0001217, UniRef:UniRef50_Q3SIF9
contig_1	cds	203805	204647	-	OIFKLK_00183		Chemotaxis protein methyltransferase	SO:0001217, UniRef:UniRef50_Q8EF63
contig_1	cds	204717	206756	-	OIFKLK_00184	aer2	aerotaxis transducer Aer2	BlastRules:WP_003112650, SO:0001217, UniRef:UniRef50_Q9I6V6
contig_1	cds	206792	207277	-	OIFKLK_00185	cheW	Chemotaxis protein CheW	SO:0001217, UniRef:UniRef50_B1G4F2
contig_1	cds	207264	209183	-	OIFKLK_00186	cheA	Chemotaxis protein CheA	SO:0001217, UniRef:UniRef50_A0A149VWZ5
contig_1	cds	209211	209576	-	OIFKLK_00187	divK	Polar-differentiation response regulator DivK	SO:0001217, UniRef:UniRef50_A0A2S2E541
contig_1	cds	209774	210946	-	OIFKLK_00188	cttP	trichloroethylene chemotactic transducer CttP	BlastRules:WP_003106690, SO:0001217, UniRef:UniRef50_Q9I6V2
contig_1	cds	211139	212071	-	OIFKLK_00189	lysR	LysR substrate-binding domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0X6ZW92
contig_1	cds	212188	212940	+	OIFKLK_00190		Oxidoreductase	SO:0001217, UniRef:UniRef50_L0M054
contig_1	cds	213040	214650	-	OIFKLK_00191	atsA	arylsulfatase AtsA	BlastRules:WP_003106692, SO:0001217, UniRef:UniRef50_P51691
contig_1	cds	214738	215577	-	OIFKLK_00192		ABC transporter nucleotide binding/ATPase protein (Nitrate/sulfonates)	SO:0001217, UniRef:UniRef50_B9K4V1
contig_1	cds	215574	217190	-	OIFKLK_00193		ABC transmembrane type-1 domain-containing protein	SO:0001217, UniRef:UniRef50_A0AA35N337
