# Annotated with Bakta
# Software: v1.8.2
# Database: v5.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	19830	20381	+	OIFKLK_00070		DNA-3-methyladenine glycosylase	SO:0001217, UniRef:UniRef50_W8X3U4
contig_1	cds	20525	21412	+	OIFKLK_00075		HtrB_1 protein	SO:0001217, UniRef:UniRef50_A0A0D0TGL8
contig_1	cds	21497	21763	+	OIFKLK_00080	pilZ	PilZ domain-containing protein	SO:0001217, UniRef:UniRef50_N2J169
contig_1	cds	21910	22563	+	OIFKLK_00085		putative queuosine precursor transporter	SO:0001217, UniRef:UniRef50_A0A554XIU8
contig_1	cds	22629	22901	-	OIFKLK_00090		DUF742 domain-containing protein	SO:0001217, UniRef:UniRef50_V6APK0
contig_1	cds	23194	23511	-	OIFKLK_00095		TPR-REGION domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1E2UUG0
contig_1	cds	23660	25033	-	OIFKLK_00100	trkA	Trk system potassium uptake protein TrkA	SO:0001217, UniRef:UniRef50_Q8EKR1
contig_1	cds	25060	26364	-	OIFKLK_00105		Ribosomal RNA small subunit methyltransferase B	SO:0001217, UniRef:UniRef50_Q9I7A9
contig_1	cds	26361	27305	-	OIFKLK_00110		Methionyl-tRNA formyltransferase	SO:0001217, UniRef:UniRef50_A5F4B4
contig_1	cds	27360	27866	-	OIFKLK_00115		Peptide deformylase	SO:0001217, UniRef:UniRef50_W8L253
contig_1	cds	28005	29030	+	OIFKLK_00120	lysM	LysM domain-containing protein	SO:0001217, UniRef:UniRef50_S6AKN0
contig_1	cds	29165	30253	+	OIFKLK_00125	dprA	DNA processing protein DprA	SO:0001217, UniRef:UniRef50_A0A0P9VKU7
contig_1	cds	30294	30851	+	OIFKLK_00130		Threonylcarbamoyl-AMP synthase	SO:0001217, UniRef:UniRef50_A0A2S9B1Y8
contig_1	cds	30861	31838	-	OIFKLK_00135		Quinone oxidoreductase 1	SO:0001217, UniRef:UniRef50_P28304
contig_1	cds	32029	32946	+	OIFKLK_00140		Oxygen-dependent coproporphyrinogen-III oxidase	SO:0001217, UniRef:UniRef50_Q7WL80
contig_1	cds	33004	33828	+	OIFKLK_00145		Shikimate dehydrogenase (NADP(+))	SO:0001217, UniRef:UniRef50_P43904
contig_1	cds	33939	34925	+	OIFKLK_00150		Phospholipase	SO:0001217, UniRef:UniRef50_A0A1I3FY13
contig_1	cds	34906	36192	+	OIFKLK_00155	ppiC	PpiC domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7X0BSK6
contig_1	cds	36408	36791	+	OIFKLK_00160		hypothetical protein	
contig_1	cds	36795	38348	-	OIFKLK_00165		STAS domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7U7EKM4
contig_1	cds	38353	39276	-	OIFKLK_00170		OpuAC domain-containing protein	SO:0001217, UniRef:UniRef50_A6UX92
contig_1	cds	39293	40804	-	OIFKLK_00175		Choline-sulfatase	SO:0001217, UniRef:UniRef50_A0A3D8JXZ2
contig_1	cds	40932	41831	+	OIFKLK_00180		HTH lysR-type domain-containing protein	SO:0001217, UniRef:UniRef50_N2JBV8
contig_1	cds	41842	42219	+	OIFKLK_00185		4,5-dioxygenase	SO:0001217, UniRef:UniRef50_S6AKN9
contig_1	cds	42198	42563	-	OIFKLK_00190		HPt domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3M5ECN0
contig_1	cds	42571	43194	-	OIFKLK_00195	bvgA	Virulence factors putative positive transcription regulator BvgA	SO:0001217, UniRef:UniRef50_P0A4H3
contig_1	cds	43380	44186	-	OIFKLK_00200		Tryptophan synthase alpha chain	SO:0001217, UniRef:UniRef50_P07344
contig_1	cds	44183	45391	-	OIFKLK_00205		Tryptophan synthase beta chain	SO:0001217, UniRef:UniRef50_P07600
contig_1	cds	45495	46382	+	OIFKLK_00210	trpI	HTH-type transcriptional regulator TrpI	SO:0001217, UniRef:UniRef50_P11720
contig_1	cds	46483	46698	+	OIFKLK_00215		Dodecin flavoprotein	SO:0001217, UniRef:UniRef50_Q487U3
contig_1	cds	46888	47109	+	OIFKLK_00220		DUF1161 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A024HA63
contig_1	cds	47407	49095	+	OIFKLK_00225	tpsB2	two-partner secretion system transporter TpsB2	BlastRules:WP_003147036, SO:0001217, UniRef:UniRef50_Q9I119
contig_1	cds	49208	59773	+	OIFKLK_00230	tpsA2	two-partner secretion system putative hemagglutinin TpsA2	BlastRules:WP_003147038, SO:0001217, UniRef:UniRef50_A0A1A9KJD4
contig_1	cds	60318	60659	+	OIFKLK_00235		Transposase	SO:0001217, UniRef:UniRef50_A0A509JDB6
contig_1	cds	62058	62225	+	OIFKLK_00240		hypothetical protein	
contig_1	cds	62435	62830	+	OIFKLK_00245	bamE	Outer membrane protein assembly factor BamE	SO:0001217, UniRef:UniRef50_A0A8G5KRB7
contig_1	cds	63095	64348	-	OIFKLK_00250		DUF4010 domain-containing protein	SO:0001217, UniRef:UniRef50_Q1H0D7
contig_1	cds	64345	64476	-	OIFKLK_00255		hypothetical protein	
contig_1	cds	64668	66041	+	OIFKLK_00260	exoT	T3SS effector bifunctional cytotoxin exoenzyme T	BlastRules:WP_003114583, SO:0001217, UniRef:UniRef50_G3XDA1
contig_1	cds	66537	67223	+	OIFKLK_00265	csgG	Curli production assembly/transport component CsgG	SO:0001217, UniRef:UniRef50_A0A263HL87
contig_1	cds	67254	67607	+	OIFKLK_00270		Lipoprotein	SO:0001217, UniRef:UniRef50_W0N060
contig_1	cds	67604	68269	+	OIFKLK_00275		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A0Q4XNU3
contig_1	cds	68284	68667	-	OIFKLK_00280		HTH cro/C1-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0A8RAX4
contig_1	cds	68949	70610	-	OIFKLK_00285		Uncharacterized protein PA0049	SO:0001217, UniRef:UniRef50_Q9I783
contig_1	cds	71220	71360	+	OIFKLK_00290		Secreted protein	SO:0001217, UniRef:UniRef50_A0A0D5XYJ8
contig_1	cds	71422	71559	+	OIFKLK_00295		Lipoprotein	SO:0001217, UniRef:UniRef50_Q1I8I1
contig_1	cds	72185	74017	+	OIFKLK_00300	phzH	phenazine-modifying enzyme	SO:0001217, UniRef:UniRef50_A0A080VJP8, VFDB:VFC0272, VFDB:VFG015551
contig_1	cds	74070	74498	-	OIFKLK_00305		Cupin domain-containing protein	SO:0001217, UniRef:UniRef50_A0A071KXR8
contig_1	cds	74707	75255	-	OIFKLK_00310		putative RNA 2'-phosphotransferase	SO:0001217, UniRef:UniRef50_Q9I778
contig_1	cds	75294	75800	-	OIFKLK_00315		DUF1993 domain-containing protein	SO:0001217, UniRef:UniRef50_A9ENP0
contig_1	cds	75866	76786	-	OIFKLK_00320	lysR	LysR family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A1P8JW41
contig_1	cds	76894	77781	+	OIFKLK_00325		Glyoxylase, beta-lactamase superfamily II	SO:0001217, UniRef:UniRef50_A0A1I0UNX6
contig_1	cds	77844	78548	+	OIFKLK_00330		DSBA domain-containing protein	SO:0001217, UniRef:UniRef50_A0A024ECH4
contig_1	cds	78662	79087	+	OIFKLK_00335	osmC	OsmC family peroxiredoxin	SO:0001217, UniRef:UniRef50_S2KQF8
contig_1	cds	79198	79431	+	OIFKLK_00340		DUF1161 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1H6QPH5
contig_1	cds	79443	79880	-	OIFKLK_00345		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A127MJY0
contig_1	cds	79937	80353	-	OIFKLK_00350		Lipoprotein	SO:0001217, UniRef:UniRef50_R9V093
contig_1	cds	80445	81572	+	OIFKLK_00355		Aminopeptidase	SO:0001217, UniRef:UniRef50_Q1IH11
contig_1	cds	81580	82563	-	OIFKLK_00360		hypothetical protein	
contig_1	cds	82596	83261	-	OIFKLK_00365		Phosphoglycolate phosphatase	SO:0001217, UniRef:UniRef50_L8MR82
contig_1	cds	83254	83796	-	OIFKLK_00370		Gamma carbonic anhydrase family protein	SO:0001217, UniRef:UniRef50_A0A1R4HDJ0
contig_1	cds	83874	85919	+	OIFKLK_00375		oligopeptidase A	SO:0001217, UniRef:UniRef50_A4VS27
contig_1	cds	85916	86191	+	OIFKLK_00380		DNA-binding protein	SO:0001217, UniRef:UniRef50_M2UI01
contig_1	cds	86280	87338	+	OIFKLK_00385		Ribosomal RNA large subunit methyltransferase N	SO:0001217, UniRef:UniRef50_W6R2B1
contig_1	cds	87568	88482	-	OIFKLK_00390	tagQ	type VI secretion system-associated lipoprotein TagQ	BlastRules:WP_003106614, SO:0001217, UniRef:UniRef50_E2XZZ6
contig_1	cds	88544	90256	-	OIFKLK_00395	tagR	type VI secretion system-associated regulator TagR	BlastRules:WP_003106615, SO:0001217, UniRef:UniRef50_A4XUQ2
contig_1	cds	90249	91448	-	OIFKLK_00400	tagS	type IV secretion associated ABC transporter permease TagS	BlastRules:WP_003083634, SO:0001217, UniRef:UniRef50_A0A1V9UWJ6
contig_1	cds	91448	92167	-	OIFKLK_00405	tagT	type IV secretion associated ABC transporter ATP-binding protein TagT	BlastRules:WP_003114657, SO:0001217, UniRef:UniRef50_G8Q706
contig_1	cds	92164	95262	-	OIFKLK_00410	ppkA	serine/threonine protein kinase PpkA	BlastRules:WP_003147051, SO:0001217, UniRef:UniRef50_A0A6N0KU98
contig_1	cds	95270	95998	-	OIFKLK_00415	pppA	serine/threonine phosphatase PppA	BlastRules:WP_003106965, SO:0001217, UniRef:UniRef50_A0A4P0TKR4
contig_1	cds	96008	96688	-	OIFKLK_00420	pppB	Pseudomonas protein phosphatase PppB	SO:0001217, UniRef:UniRef50_A4XUQ7, VFDB:VFC0086, VFDB:VFG002062
contig_1	cds	96685	100215	-	OIFKLK_00425	icmF1	type VI secretion system protein IcmF1	SO:0001217, UniRef:UniRef50_Q9I755, VFDB:VFC0086, VFDB:VFG002063
contig_1	cds	100212	101561	-	OIFKLK_00430	dotU	type VI secretion system protein DotU	SO:0001217, UniRef:UniRef50_F2K706, VFDB:VFC0086, VFDB:VFG002064
contig_1	cds	101568	102902	-	OIFKLK_00435	hsiJ1	type VI secretion system hcp secretion island protein HsiJ1	SO:0001217, UniRef:UniRef50_W6MDD3, VFDB:VFC0086, VFDB:VFG002065
contig_1	cds	102918	103382	-	OIFKLK_00440	lip1	lipoprotein	SO:0001217, UniRef:UniRef50_A0A069QCR5, VFDB:VFC0086, VFDB:VFG002066
contig_1	cds	103427	104908	-	OIFKLK_00445	fha1	type VI secretion system forkhead-associated protein Fha1	SO:0001217, UniRef:UniRef50_A0A5K1S570, VFDB:VFC0086, VFDB:VFG002067
contig_1	cds	105276	106310	+	OIFKLK_00450	hsiA1	type VI secretion system hcp secretion island protein HsiA1	SO:0001217, UniRef:UniRef50_UPI0021563E45, VFDB:VFC0086, VFDB:VFG002068
contig_1	cds	106399	106917	+	OIFKLK_00455	hsiB1	type VI secretion system tubule-forming protein VipA	SO:0001217, UniRef:UniRef50_A0A0P0REC0, VFDB:VFC0086, VFDB:VFG002069
contig_1	cds	106930	108426	+	OIFKLK_00460	hsiC1	type VI secretion system tubule-forming protein VipB	SO:0001217, UniRef:UniRef50_I3X6C6, VFDB:VFC0086, VFDB:VFG002070
contig_1	cds	108502	108990	+	OIFKLK_00465	hcp	type VI secretion system receptor/chaperone Hcp	BlastRules:WP_003083670, SO:0001217, UniRef:UniRef50_U6ZUD2
contig_1	cds	109218	110003	+	OIFKLK_00470	tagJ	type VI secretion system accessory protein TagJ	BlastRules:WP_003119488, SO:0001217, UniRef:UniRef50_Q9I746
contig_1	cds	110005	110514	+	OIFKLK_00475	hsiF1	type VI secretion system hcp secretion island protein HsiF1, a gp25-like protein, but not exhibit lysozyme activity	SO:0001217, UniRef:UniRef50_Q9I745, VFDB:VFC0086, VFDB:VFG002073
contig_1	cds	110511	112370	+	OIFKLK_00480	hsiG1	type VI secretion system hcp secretion island protein HsiG1	SO:0001217, UniRef:UniRef50_W0VEW5, VFDB:VFC0086, VFDB:VFG002074
contig_1	cds	112334	113380	+	OIFKLK_00485	hsiH1	type VI secretion system hcp secretion island protein HsiH1	SO:0001217, UniRef:UniRef50_E2Y014, VFDB:VFC0086, VFDB:VFG002075
contig_1	cds	113373	116081	+	OIFKLK_00490	clpV1	type VI secretion system AAA+ family ATPase	SO:0001217, UniRef:UniRef50_Q9I742, VFDB:VFC0086, VFDB:VFG002076
contig_1	cds	116119	118059	+	OIFKLK_00495	vgrG1a	type VI secretion system spike protein VgrG1a	BlastRules:WP_010895494, SO:0001217, UniRef:UniRef50_Q9I741
contig_1	cds	118174	118458	-	OIFKLK_00500		Immune protein Tsi6	SO:0001217, UniRef:UniRef50_Q9I740
contig_1	cds	118547	119746	-	OIFKLK_00505		hypothetical protein	PFAM:PF05488.16
contig_1	cds	119762	120196	-	OIFKLK_00510		hypothetical protein	PFAM:PF08786.14
contig_1	cds	120450	122675	+	OIFKLK_00515	vgrG1b	type VI secretion system spike protein VgrG1b	BlastRules:WP_003147059
contig_1	cds	122703	123152	+	OIFKLK_00520		DUF6484 domain-containing protein	SO:0001217, UniRef:UniRef50_G4T2X8
contig_1	cds	123169	124281	+	OIFKLK_00525		DUF2169 domain-containing protein	SO:0001217, UniRef:UniRef50_Q4KCC5
contig_1	cds	124278	125315	+	OIFKLK_00530		3-oxoacyl-ACP synthase	SO:0001217, UniRef:UniRef50_Q4KCC6
contig_1	cds	125315	126475	+	OIFKLK_00535	tse7	type VI secretion exported 7, a DNase and PAAR protein	SO:0001217, UniRef:UniRef50_E6V5J2, VFDB:VFC0086, VFDB:VFG050294
contig_1	cds	126497	127417	+	OIFKLK_00540		Immune protein Tsi7	SO:0001217, UniRef:UniRef50_Q9I732
contig_1	cds	127399	128646	+	OIFKLK_00545		TIGR02270 family protein	SO:0001217, UniRef:UniRef50_A0A8S8W5V6
contig_1	cds	129022	129750	+	OIFKLK_00550		Carbonic anhydrase	SO:0001217, UniRef:UniRef50_A0A1I3VL04
contig_1	cds	129961	131532	+	OIFKLK_00555		Sulfate-transp domain-containing protein	SO:0001217, UniRef:UniRef50_A0A8B3GFB4
contig_1	cds	131519	132157	-	OIFKLK_00560		PRD domain-containing protein	SO:0001217, UniRef:UniRef50_A0A099N9A0
contig_1	cds	132553	133653	+	OIFKLK_00565		Cytochrome c oxidase subunit 2	SO:0001217, UniRef:UniRef50_A0A524AXE9
contig_1	cds	133663	135255	+	OIFKLK_00570		Cytochrome c oxidase subunit 1	SO:0001217, UniRef:UniRef50_A0A0W0Y4Y2
contig_1	cds	135266	135820	+	OIFKLK_00575	ctaG	Cytochrome c oxidase assembly protein CtaG	SO:0001217, UniRef:UniRef50_A0A3M3SU78
contig_1	cds	135831	136718	+	OIFKLK_00580		cytochrome-c oxidase	SO:0001217, UniRef:UniRef50_A0A2R5F264
contig_1	cds	136734	136943	-	OIFKLK_00585		Twin transmembrane helix small protein	SO:0001217, UniRef:UniRef50_E4PI53
contig_1	cds	136959	137753	+	OIFKLK_00590		SURF1-like protein	SO:0001217, UniRef:UniRef50_A0A379KGJ7
contig_1	cds	137728	138306	+	OIFKLK_00595		Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A024H9J0
contig_1	cds	138371	139444	+	OIFKLK_00600		hypothetical protein	
contig_1	cds	139470	140384	+	OIFKLK_00605		Protoheme IX farnesyltransferase	SO:0001217, UniRef:UniRef50_A0A078KX26
contig_1	cds	140410	141045	+	OIFKLK_00610	senC	cytochrome c oxidase copper chaperone SenC	BlastRules:WP_003083748, SO:0001217, UniRef:UniRef50_P47206
contig_1	cds	141085	141537	-	OIFKLK_00615		N-acetyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0C5ECT8
contig_1	cds	141669	142142	+	OIFKLK_00620		Putative transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A095SJK3
contig_1	cds	142399	143127	+	OIFKLK_00625		Gluconate 5-dehydrogenase	SO:0001217, UniRef:UniRef50_A0A0P1GS28
contig_1	cds	143152	143739	+	OIFKLK_00630		2-hydroxychromene-2-carboxylate isomerase	SO:0001217, UniRef:UniRef50_K9NGL0
contig_1	cds	143984	145318	+	OIFKLK_00635		C4-dicarboxylate transport protein 1	SO:0001217, UniRef:UniRef50_Q9I713
contig_1	cds	145367	146053	+	OIFKLK_00640	lutR	HTH-type transcriptional regulator LutR	SO:0001217, UniRef:UniRef50_A0A5E7QB05
contig_1	cds	146154	146888	+	OIFKLK_00645		FCD domain-containing protein	SO:0001217, UniRef:UniRef50_A0A069QC70
contig_1	cds	147068	147478	+	OIFKLK_00650		Aegerolysin superfamily	SO:0001217, UniRef:UniRef50_A6UXQ8
contig_1	cds	147510	148418	-	OIFKLK_00655	dmlR	HTH-type transcriptional regulator DmlR	SO:0001217, UniRef:UniRef50_A0A127MK51
contig_1	cds	148718	148999	-	OIFKLK_00660	parE	type II toxin-antitoxin system toxin ParE	BlastRules:WP_003083773, SO:0001217, UniRef:UniRef50_A0A024HAA2
contig_1	cds	148996	149223	-	OIFKLK_00665		RHH-1 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A024HA28
contig_1	cds	149399	150019	-	OIFKLK_00670		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A241XQA0
contig_1	cds	150120	150620	+	OIFKLK_00675		WHy domain-containing protein	SO:0001217, UniRef:UniRef50_A0A177SQP1
contig_1	cds	150693	151034	+	OIFKLK_00680	phnA	Alkylphosphonate uptake protein, phnA	SO:0001217, UniRef:UniRef50_Q3IXM8
contig_1	cds	151116	152543	-	OIFKLK_00685		Amino acid permease	SO:0001217, UniRef:UniRef50_V5VD66
contig_1	cds	152712	154205	-	OIFKLK_00690		Putative 3-oxopropanoate dehydrogenase	SO:0001217, UniRef:UniRef50_Q9I702
contig_1	cds	154289	154576	-	OIFKLK_00695		Cupin-2 domain-containing protein	SO:0001217, UniRef:UniRef50_B3R4Z3
contig_1	cds	154576	155922	-	OIFKLK_00700		putative b-alanine-pyruvate transaminase	SO:0001217, UniRef:UniRef50_Q7NY39
contig_1	cds	156057	156974	+	OIFKLK_00705	bauR	HTH-type transcriptional activator BauR	BlastRules:WP_003083805, SO:0001217, UniRef:UniRef50_A0A3M3EL99
contig_1	cds	157087	158385	-	OIFKLK_00710		Guanine deaminase	SO:0001217, UniRef:UniRef50_P76641
contig_1	cds	158624	159508	+	OIFKLK_00715		hypothetical protein	
contig_1	cds	159568	161139	+	OIFKLK_00720	mglA	Galactose/methyl galactoside import ATP-binding protein MglA	SO:0001217, UniRef:UniRef50_A0A433SGB7
contig_1	cds	161139	162236	+	OIFKLK_00725		Sugar ABC transporter permease	SO:0001217, UniRef:UniRef50_A0A1Q9R8X7
contig_1	cds	162258	163184	+	OIFKLK_00730		Inner-membrane translocator	SO:0001217, UniRef:UniRef50_D5BQJ3
contig_1	cds	163349	163912	+	OIFKLK_00735		Alkyl hydroperoxide reductase C	SO:0001217, UniRef:UniRef50_A0A1R7QBB9
contig_1	cds	164057	165622	+	OIFKLK_00740		Alkyl hydroperoxide reductase subunit F	SO:0001217, UniRef:UniRef50_A0A5C7KYX7
contig_1	cds	165702	166775	-	OIFKLK_00745		hypothetical protein	PFAM:PF03976.17
contig_1	cds	167056	168405	+	OIFKLK_00750		8-oxoguanine deaminase	SO:0001217, UniRef:UniRef50_Q9I6Z0
contig_1	cds	168513	169565	+	OIFKLK_00755		Inosine-uridine nucleoside N-ribohydrolase	SO:0001217, UniRef:UniRef50_J3CJN1
contig_1	cds	169593	170219	-	OIFKLK_00760		Nucleoside 2-deoxyribosyltransferase	SO:0001217, UniRef:UniRef50_Q9I6Y8
contig_1	cds	170341	170856	-	OIFKLK_00765		Putative Nucleoside 2-deoxyribosyltransferase	SO:0001217, UniRef:UniRef50_D8N6F9
contig_1	cds	171095	172192	+	OIFKLK_00770		BMP family ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_A0A7X8TU24
contig_1	cds	172265	173227	+	OIFKLK_00775		2-oxoglutarate-dependent ethylene/succinate-forming enzyme	SO:0001217, UniRef:UniRef50_J3DP39
contig_1	cds	173332	174282	+	OIFKLK_00780		Adenine deaminase	SO:0001217, UniRef:UniRef50_Q1QDL4
contig_1	cds	174437	175024	+	OIFKLK_00785	fecI	RNA polymerase sigma factor FecI	SO:0001217, UniRef:UniRef50_A0A0A8R9E6
contig_1	cds	175021	176016	+	OIFKLK_00790		Sugar ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_A0A3M4APU4
contig_1	cds	176164	178551	+	OIFKLK_00795		Ferrichrome-iron receptor	SO:0001217, UniRef:UniRef50_A0A2N7R136
contig_1	cds	178838	179755	+	OIFKLK_00800	pcaQ	Transcriptional regulator PcaQ	SO:0001217, UniRef:UniRef50_Q9I6Y0
contig_1	cds	179890	180609	+	OIFKLK_00805		Protocatechuate 3,4-dioxygenase beta chain	SO:0001217, UniRef:UniRef50_A0A2R8CH21
contig_1	cds	180620	181225	+	OIFKLK_00810		Protocatechuate 3,4-dioxygenase alpha chain	SO:0001217, UniRef:UniRef50_P00436
contig_1	cds	181432	182271	+	OIFKLK_00815		Pca regulon regulatory protein	SO:0001217, UniRef:UniRef50_A0A8H8XLB2
contig_1	cds	182472	183575	+	OIFKLK_00820	triA	triclosan efflux RND transporter adaptor protein TriA	BlastRules:WP_003118583, SO:0001217, UniRef:UniRef50_N2JFP6
contig_1	cds	183572	184642	+	OIFKLK_00825	triB	triclosan efflux RND transporter adaptor protein TriB	BlastRules:WP_003083872, SO:0001217, UniRef:UniRef50_G8PZD9
contig_1	cds	184639	187686	+	OIFKLK_00830	triC	triclosan efflux RND transporter permease subunit TriC	BlastRules:WP_003102199, SO:0001217, UniRef:UniRef50_A0A3M3JS94
contig_1	ncRNA	187687	187810	-	OIFKLK_00835	Sr006	Pseudomonas sRNA 6	RFAM:RF02889, SO:0000655
contig_1	cds	187885	188823	+	OIFKLK_00840	lysR	Transcriptional regulator, LysR family	SO:0001217, UniRef:UniRef50_B1J9F2
contig_1	cds	188939	189124	+	OIFKLK_00845		hypothetical protein	
contig_1	cds	189711	191045	+	OIFKLK_00850		Porin D	SO:0001217, UniRef:UniRef50_A0A0S4IB24
contig_1	cds	191074	191871	-	OIFKLK_00855	araC	Transcriptional regulator, AraC family	SO:0001217, UniRef:UniRef50_A0A0P9RK39
contig_1	cds	191949	193565	+	OIFKLK_00860		Gamma-glutamyltranspeptidase	SO:0001217, UniRef:UniRef50_A0A150MNG3
contig_1	cds	194237	195073	+	OIFKLK_00865		Nucleoside-specific outer membrane channel protein Tsx	SO:0001217, UniRef:UniRef50_A0A3T0JRW2
contig_1	cds	195315	196721	+	OIFKLK_00870	xanP	Xanthine permease XanP	SO:0001217, UniRef:UniRef50_A0A095U6W3
contig_1	cds	196814	197479	+	OIFKLK_00875		HTH tetR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3M4H7P8
contig_1	cds	197485	198075	+	OIFKLK_00880		Thymidylate synthase	SO:0001217, UniRef:UniRef50_E2XKS9
contig_1	cds	198082	198909	-	OIFKLK_00885	siaD	biofilm formation regulator diguanylate cyclase SiaD	BlastRules:WP_017001813, SO:0001217, UniRef:UniRef50_A0A0H3YR43
contig_1	cds	198916	199296	-	OIFKLK_00890	siaC	biofilm formation regulator SiaD modulator protein SiaC	BlastRules:WP_003083913, SO:0001217, UniRef:UniRef50_Q02UQ8
contig_1	cds	199323	199865	-	OIFKLK_00895	siaB	biofilm formation regulator kinase SiaB	BlastRules:WP_003083916, SO:0001217, UniRef:UniRef50_A0A172YCZ2
contig_1	cds	199874	201865	-	OIFKLK_00900		Histidine kinase	SO:0001217, UniRef:UniRef50_A0A318L290
contig_1	cds	202128	203177	-	OIFKLK_00905		Protein-glutamate methylesterase/protein-glutamine glutaminase	SO:0001217, UniRef:UniRef50_Q8XQ83
contig_1	cds	203197	203799	-	OIFKLK_00910	cheD	putative chemoreceptor glutamine deamidase CheD 1	SO:0001217, UniRef:UniRef50_Q8EF62
contig_1	cds	203805	204647	-	OIFKLK_00915		Chemotaxis protein methyltransferase	SO:0001217, UniRef:UniRef50_A0A7R7GCQ7
contig_1	cds	204717	206756	-	OIFKLK_00920	aer2	aerotaxis transducer Aer2	BlastRules:WP_003112650, SO:0001217, UniRef:UniRef50_Q9I6V6
contig_1	cds	206792	207277	-	OIFKLK_00925	cheW	Chemotaxis protein CheW	SO:0001217, UniRef:UniRef50_A0A376S9H2
contig_1	cds	207264	209183	-	OIFKLK_00930		histidine kinase	SO:0001217, UniRef:UniRef50_A0A7X0BX84
contig_1	cds	209211	209576	-	OIFKLK_00935	divK	Polar-differentiation response regulator DivK	SO:0001217, UniRef:UniRef50_A0A2S2E541
contig_1	cds	209774	210946	-	OIFKLK_00940	cttP	trichloroethylene chemotactic transducer CttP	BlastRules:WP_003106690, SO:0001217, UniRef:UniRef50_Q9I6V2
contig_1	cds	211139	212071	-	OIFKLK_00945		HTH lysR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0C5DZF1
contig_1	cds	212188	212940	+	OIFKLK_00950		Oxidoreductase	SO:0001217, UniRef:UniRef50_H2IV39
contig_1	cds	213040	214650	-	OIFKLK_00955	atsA	arylsulfatase AtsA	BlastRules:WP_003106692, SO:0001217, UniRef:UniRef50_W0AII0
contig_1	cds	214738	215577	-	OIFKLK_00960	ssuB	Aliphatic sulfonates import ATP-binding protein SsuB	SO:0001217, UniRef:UniRef50_A0A6J5GLS7
