# Annotated with Bakta
# Software: v1.8.2
# Database: v5.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	20300	20890	-	LLPFDG_00105		HTH tetR-type domain-containing protein	SO:0001217, UniRef:UniRef50_N8Y951
contig_1	cds	21037	22242	+	LLPFDG_00110		MFS domain-containing protein	SO:0001217, UniRef:UniRef50_Q9I1K4
contig_1	cds	22206	23276	-	LLPFDG_00115		CTP synthase (glutamine hydrolyzing)	SO:0001217, UniRef:UniRef50_A0A2C9WWF1
contig_1	cds	23363	24259	+	LLPFDG_00120		HTH lysR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A5E6TLD4
contig_1	cds	24332	25651	-	LLPFDG_00125		Gluconate 2-dehydrogenase cytochrome c subunit	SO:0001217, UniRef:UniRef50_O34215
contig_1	cds	25663	27438	-	LLPFDG_00130		Gluconate 2-dehydrogenase flavoprotein	SO:0001217, UniRef:UniRef50_O34214
contig_1	cds	27441	28157	-	LLPFDG_00135		Gluconate 2-dehydrogenase gamma chain	SO:0001217, UniRef:UniRef50_A0A0B6S9R1
contig_1	cds	28325	29311	-	LLPFDG_00140		2-oxo-carboxylic acid reductase (Glyoxalate reductase) (2-ketoaldonate reductase)	SO:0001217, UniRef:UniRef50_A0A445ZXN9
contig_1	cds	29330	30637	-	LLPFDG_00145		2-ketogluconate transporter	SO:0001217, UniRef:UniRef50_W9BMT7
contig_1	cds	30700	31650	-	LLPFDG_00150		2-dehydro-3-deoxygluconokinase	SO:0001217, UniRef:UniRef50_A0A0E3CCL8
contig_1	cds	31643	32425	-	LLPFDG_00155		hypothetical protein	
contig_1	cds	32497	33519	-	LLPFDG_00160	ptxS	transcriptional regulator PtxS	BlastRules:WP_003113738, BlastRules:WP_010954253, SO:0001217, UniRef:UniRef50_G3XD97
contig_1	cds	34082	35020	+	LLPFDG_00165	ptxR	HTH-type transcriptional regulator PtxR	BlastRules:WP_003089264, SO:0001217, UniRef:UniRef50_P72131
contig_1	cds	35124	35771	-	LLPFDG_00170	pvcD	paerucumarin biosynthesis heme-binding protein PvcD	BlastRules:WP_003113737
contig_1	cds	35764	37266	-	LLPFDG_00175	pvcC	paerucumarin biosynthesis protein PvcC	BlastRules:WP_003113736, SO:0001217, UniRef:UniRef50_O30372
contig_1	cds	37318	38193	-	LLPFDG_00180	pvcB	paerucumarin biosynthesis oxygenase PvcB	BlastRules:WP_003115812, SO:0001217, UniRef:UniRef50_Q9I1L4
contig_1	cds	38211	39197	-	LLPFDG_00185	pvcA	paerucumarin biosynthesis protein PvcA	BlastRules:WP_003113733, SO:0001217, UniRef:UniRef50_Q9I1L5
contig_1	cds	39412	40398	-	LLPFDG_00190		1-alkyl-2-acetylglycerophosphocholine esterase	SO:0001217, UniRef:UniRef50_F6AAC5
contig_1	cds	40498	41943	-	LLPFDG_00195		Amino acid carrier protein	SO:0001217, UniRef:UniRef50_A4A5L1
contig_1	cds	42112	42930	+	LLPFDG_00200		HTH cro/C1-type domain-containing protein	SO:0001217, UniRef:UniRef50_U2Z8G2
contig_1	cds	43063	44457	-	LLPFDG_00205		Dihydrolipoyl dehydrogenase	SO:0001217, UniRef:UniRef50_P09063
contig_1	cds	44461	45747	-	LLPFDG_00210		Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	SO:0001217, UniRef:UniRef50_A0A0T2QEN7
contig_1	cds	45748	46800	-	LLPFDG_00215		Pyruvate dehydrogenase, E1 component, beta subunit	SO:0001217, UniRef:UniRef50_A0A090CZU5
contig_1	cds	46797	48029	-	LLPFDG_00220		2-oxoisovalerate dehydrogenase subunit alpha	SO:0001217, UniRef:UniRef50_A0A1F4EYX9
contig_1	cds	48071	48199	-	LLPFDG_00225		hypothetical protein	
contig_1	cds	48339	48800	+	LLPFDG_00230		Bkd operon transcriptional regulator	SO:0001217, UniRef:UniRef50_Q9I1M3
contig_1	cds	48872	49165	+	LLPFDG_00235		BZIP domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0A8RRW7
contig_1	cds	49166	50167	-	LLPFDG_00240		DNA topoisomerase, type I	SO:0001217, UniRef:UniRef50_A0A3M5WTT1
contig_1	cds	50223	51956	-	LLPFDG_00245		3-oxosteroid 1-dehydrogenase	SO:0001217, UniRef:UniRef50_A0A5E7US50
contig_1	cds	52144	53211	-	LLPFDG_00250		Acyl-transf-3 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0A8RN31
contig_1	cds	53294	54703	-	LLPFDG_00255	murJ	Murein biosynthesis integral membrane protein MurJ	SO:0001217, UniRef:UniRef50_A0A1W0CGA7
contig_1	cds	54705	56141	-	LLPFDG_00260		O-antigen ligase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1W0CR76
contig_1	cds	56144	57247	-	LLPFDG_00265		D-inositol-3-phosphate glycosyltransferase	SO:0001217, UniRef:UniRef50_A0A109LEE2
contig_1	cds	57238	58446	-	LLPFDG_00270	pslH	Glycosyl transferase PslH	SO:0001217, UniRef:UniRef50_A0A379IC69
contig_1	cds	58455	59783	-	LLPFDG_00275		Putative glycosyl hydrolase	SO:0001217, UniRef:UniRef50_A0A031IWA3
contig_1	cds	59773	60960	-	LLPFDG_00280		Glycos-transf-1 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0R0CJH4
contig_1	cds	60960	62948	-	LLPFDG_00285	epsB	Putative tyrosine-protein kinase epsB	SO:0001217, UniRef:UniRef50_W6RLB1
contig_1	cds	62963	63757	-	LLPFDG_00290		Polysaccharide export outer membrane protein	SO:0001217, UniRef:UniRef50_A0A1C7B756
contig_1	cds	63763	64674	-	LLPFDG_00295		Glycosyl transferase, group 2 family protein	SO:0001217, UniRef:UniRef50_W6R8D9
contig_1	cds	64674	66140	-	LLPFDG_00300		mannose-1-phosphate guanylyltransferase	SO:0001217, UniRef:UniRef50_A0A0P9L521
contig_1	cds	66140	67576	-	LLPFDG_00305		Glycosyl transferase	SO:0001217, UniRef:UniRef50_A0A3S4MPU4
contig_1	cds	68104	68700	-	LLPFDG_00310		SLT-4 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7Z0MSU6
contig_1	cds	68820	69539	-	LLPFDG_00315		MOSC domain-containing protein	SO:0001217, UniRef:UniRef50_Q1IC43
contig_1	cds	69755	70495	-	LLPFDG_00320		2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	SO:0001217, UniRef:UniRef50_A0A127MS40
contig_1	cds	70545	70907	-	LLPFDG_00325		hypothetical protein	
contig_1	cds	71383	72351	+	LLPFDG_00330		MBL fold metallo-hydrolase	SO:0001217, UniRef:UniRef50_A0A3E0UL04
contig_1	cds	72693	78533	-	LLPFDG_00335		hypothetical protein	PFAM:PF00270.32, PFAM:PF00271.34
contig_1	cds	78547	80682	-	LLPFDG_00340		Chromosome partition protein Smc	SO:0001217, UniRef:UniRef50_Q4KCB2
contig_1	cds	80696	81400	-	LLPFDG_00345		hypothetical protein	
contig_4	cds	197	337	+	LLPFDG_00350		hypothetical protein	
contig_6	cds	321	482	-	LLPFDG_00355		hypothetical protein	
contig_9	cds	53	322	+	LLPFDG_00360		hypothetical protein	
contig_12	cds	33	578	+	LLPFDG_00365		hypothetical protein	
contig_12	cds	601	1248	+	LLPFDG_00370	phzG2	pyridoxamine 5'-phosphate oxidase	SO:0001217, UniRef:UniRef50_Q51793, VFDB:VFC0272, VFDB:VFG015542
contig_12	cds	1428	2636	+	LLPFDG_00375	phzM	pyocyanin biosynthetic protein PhzM	BlastRules:WP_003115086, SO:0001217, UniRef:UniRef50_UPI000ADC0E7F
contig_12	cds	2741	3985	-	LLPFDG_00380		transporter	SO:0001217, UniRef:UniRef50_A0A498RTB7, VFDB:VFC0272, VFDB:VFG044096
contig_12	cds	3978	5483	-	LLPFDG_00385		Uncharacterized protein PA4219	SO:0001217, UniRef:UniRef50_P42514
contig_12	cds	5485	5766	-	LLPFDG_00390	fptB	Protein FptB	SO:0001217, UniRef:UniRef50_P42513
contig_12	cds	5766	7928	-	LLPFDG_00395	fptA	Fe(3+)-pyochelin receptor FptA	BlastRules:WP_003111969, SO:0001217, UniRef:UniRef50_P42512
contig_12	cds	8020	9744	-	LLPFDG_00400	pchI	ABC transporter ATP-binding protein PchI	BlastRules:WP_003115082, SO:0001217, UniRef:UniRef50_A0A2X1GAB1
contig_12	cds	9741	11453	-	LLPFDG_00405	pchH	ABC transporter ATP-binding protein PchH	BlastRules:WP_003115081, SO:0001217, UniRef:UniRef50_A0A3S4N2H1
contig_12	cds	11450	12499	-	LLPFDG_00410	pchG	pyochelin biosynthesis thiazoline reductase PchG	BlastRules:WP_003115080, SO:0001217, UniRef:UniRef50_A0A0C5DY33
contig_12	cds	12496	17925	-	LLPFDG_00415	pchF	pyochelin non-ribosomal peptide synthetase PchF	BlastRules:WP_003148107, SO:0001217, UniRef:UniRef50_UPI0021B00183
contig_12	cds	18172	22251	-	LLPFDG_00420		Amino acid adenylation domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0C5EAA1
contig_12	cds	22445	23335	-	LLPFDG_00425	pchR	pyochelin biosynthesis transcriptional regulator PchR	BlastRules:WP_003106955
contig_12	cds	23565	25208	+	LLPFDG_00430	pchD	pyochelin biosynthesis salicyl-AMP ligase PchD	BlastRules:WP_003114688, EC:2.7.7.-, SO:0001217, UniRef:UniRef50_A0A2X3HEX6
contig_12	cds	25205	25960	+	LLPFDG_00435	pchC	pyochelin biosynthesis editing thioesterase PchC	BlastRules:WP_003114687, SO:0001217, UniRef:UniRef50_A0A232DMZ7
contig_12	cds	25960	26265	+	LLPFDG_00440	pchB	isochorismate lyase PchB	BlastRules:WP_003106950, EC:4.2.99.21
contig_12	cds	26262	27692	+	LLPFDG_00445	pchA	salicylate biosynthesis isochorismate synthase PchA	SO:0001217, UniRef:UniRef50_Q51508, VFDB:VFC0272, VFDB:VFG000171
contig_12	cds	27781	28278	-	LLPFDG_00450		Single-stranded DNA-binding protein	SO:0001217, UniRef:UniRef50_A0A3R7SNE1
contig_12	cds	28295	29683	-	LLPFDG_00455		MFS domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3M3T4V3
contig_12	cds	29897	32734	+	LLPFDG_00460		UvrABC system protein A	SO:0001217, UniRef:UniRef50_P0A698
contig_12	cds	32806	33270	-	LLPFDG_00465		hypothetical protein	PFAM:PF00210.27
contig_12	cds	33401	34849	-	LLPFDG_00470	katA	catalase KatA	BlastRules:WP_003103909, EC:1.11.1.6, SO:0001217, UniRef:UniRef50_G1XZN9
contig_12	cds	35130	35519	-	LLPFDG_00475		50S ribosomal protein L17	SO:0001217, UniRef:UniRef50_A4WFA2
contig_12	cds	35563	36564	-	LLPFDG_00480		DNA-directed RNA polymerase subunit alpha	SO:0001217, UniRef:UniRef50_A1JS01
contig_12	cds	36587	37207	-	LLPFDG_00485		30S ribosomal protein S4	SO:0001217, UniRef:UniRef50_P44373
contig_12	cds	37224	37613	-	LLPFDG_00490		30S ribosomal protein S11	SO:0001217, UniRef:UniRef50_P44379
contig_12	cds	37632	37988	-	LLPFDG_00495		30S ribosomal protein S13	SO:0001217, UniRef:UniRef50_P59753
contig_12	ncRNA-region	37956	38051	-			Alpha operon ribosome binding site	RFAM:RF00140, SO:0000139
contig_12	cds	38119	38235	-	LLPFDG_00500		50S ribosomal protein L36	SO:0001217, UniRef:UniRef50_B1XSS3
contig_12	cds	38264	39592	-	LLPFDG_00505	secY	Protein translocase subunit SecY	SO:0001217, UniRef:UniRef50_A0A7C5CA35
contig_12	cds	39593	40027	-	LLPFDG_00510		50S ribosomal protein L15	SO:0001217, UniRef:UniRef50_Q4FUD7
contig_12	cds	40031	40207	-	LLPFDG_00515		50S ribosomal protein L30	SO:0001217, UniRef:UniRef50_B0U0X1
contig_12	cds	40210	40710	-	LLPFDG_00520		30S ribosomal protein S5	SO:0001217, UniRef:UniRef50_F7XY56
contig_12	cds	40714	41064	-	LLPFDG_00525		50S ribosomal protein L18	SO:0001217, UniRef:UniRef50_Q820Q8
contig_12	cds	41075	41608	-	LLPFDG_00530		50S ribosomal protein L6	SO:0001217, UniRef:UniRef50_Q0VSI8
contig_12	cds	41620	42012	-	LLPFDG_00535		30S ribosomal protein S8	SO:0001217, UniRef:UniRef50_A6UZK2
contig_12	cds	42200	42505	-	LLPFDG_00540		30S ribosomal protein S14	SO:0001217, UniRef:UniRef50_A0A2D7L605
contig_12	cds	42519	43058	-	LLPFDG_00545		50S ribosomal protein L5	SO:0001217, UniRef:UniRef50_A0QSG1
contig_12	cds	43078	43392	-	LLPFDG_00550		50S ribosomal protein L24	SO:0001217, UniRef:UniRef50_C5BQ72
contig_12	cds	43405	43773	-	LLPFDG_00555		50S ribosomal protein L14	SO:0001217, UniRef:UniRef50_Q5SHP8
contig_12	cds	43797	44063	-	LLPFDG_00560		30S ribosomal protein S17	SO:0001217, UniRef:UniRef50_Q3B6F3
contig_12	cds	44066	44257	-	LLPFDG_00565		50S ribosomal protein L29	SO:0001217, UniRef:UniRef50_Q3IFM4
contig_12	cds	44257	44670	-	LLPFDG_00570		50S ribosomal protein L16	SO:0001217, UniRef:UniRef50_A6T3J7
contig_12	cds	44682	45368	-	LLPFDG_00575		30S ribosomal protein S3	SO:0001217, UniRef:UniRef50_B7IA33
contig_12	cds	45381	45713	-	LLPFDG_00580		50S ribosomal protein L22	SO:0001217, UniRef:UniRef50_P59558
contig_12	cds	45726	46001	-	LLPFDG_00585		30S ribosomal protein S19	SO:0001217, UniRef:UniRef50_P62660
contig_12	cds	46018	46839	-	LLPFDG_00590		50S ribosomal protein L2	SO:0001217, UniRef:UniRef50_Q605B5
contig_12	cds	46851	47150	-	LLPFDG_00595		50S ribosomal protein L23	SO:0001217, UniRef:UniRef50_A0A2E6YXN9
contig_12	cds	47147	47749	-	LLPFDG_00600		50S ribosomal protein L4	SO:0001217, UniRef:UniRef50_A1AVK1
contig_12	cds	47763	48398	-	LLPFDG_00605		50S ribosomal protein L3	SO:0001217, UniRef:UniRef50_Q6CZX0
contig_12	cds	48481	48792	-	LLPFDG_00610		30S ribosomal protein S10	SO:0001217, UniRef:UniRef50_Q9CDW1
contig_12	cds	48949	50142	-	LLPFDG_00615		Elongation factor Tu	SO:0001217, UniRef:UniRef50_A0A7C3WEN6
contig_12	cds	50173	52293	-	LLPFDG_00620		Elongation factor G 1	SO:0001217, UniRef:UniRef50_Q9HWD2
contig_12	cds	52324	52794	-	LLPFDG_00625		30S ribosomal protein S7	SO:0001217, UniRef:UniRef50_Q8EK72
contig_12	cds	52894	53265	-	LLPFDG_00630		30S ribosomal protein S12	SO:0001217, UniRef:UniRef50_A1TYJ2
contig_12	ncRNA-region	53265	53386	-			Pseudomonas rpsL leader	RFAM:RF01773, SO:0000140
contig_12	cds	53417	57616	-	LLPFDG_00635		DNA-directed RNA polymerase subunit beta'	SO:0001217, UniRef:UniRef50_Q9CEN7
contig_12	cds	57682	61755	-	LLPFDG_00640		DNA-directed RNA polymerase subunit beta	SO:0001217, UniRef:UniRef50_Q51561
contig_12	ncRNA	61906	61971	-	LLPFDG_00645	P26	Pseudomonas sRNA P26	RFAM:RF00630, SO:0000655
contig_12	cds	61977	62345	-	LLPFDG_00650		50S ribosomal protein L7/L12	SO:0001217, UniRef:UniRef50_P02397
contig_12	cds	62424	62924	-	LLPFDG_00655		50S ribosomal protein L10	SO:0001217, UniRef:UniRef50_A1WVD1
contig_12	ncRNA	62924	63116	+	LLPFDG_00660	P27	Pseudomonas sRNA P27	RFAM:RF01674, SO:0000655
contig_12	cds	63123	63818	-	LLPFDG_00665		50S ribosomal protein L1	SO:0001217, UniRef:UniRef50_Q1LSY0
contig_12	cds	63818	64249	-	LLPFDG_00670		50S ribosomal protein L11	SO:0001217, UniRef:UniRef50_P62441
contig_12	cds	64366	64899	-	LLPFDG_00675	nusG	Transcription termination/antitermination protein NusG	SO:0001217, UniRef:UniRef50_Q89B15
contig_12	cds	64909	65277	-	LLPFDG_00680	secE	Protein translocase subunit SecE	SO:0001217, UniRef:UniRef50_B3PK24
contig_12	tRNA	65323	65398	-	LLPFDG_00685	trnW	tRNA-Trp(cca)	SO:0000271
contig_12	cds	65454	66647	-	LLPFDG_00690		Elongation factor Tu	SO:0001217, UniRef:UniRef50_A0A7C3WEN6
contig_12	tRNA	66732	66807	-	LLPFDG_00695	trnT	tRNA-Thr(ggt)	SO:0000270
contig_12	tRNA	66827	66900	-	LLPFDG_00700	trnG	tRNA-Gly(tcc)	SO:0000260
contig_12	tRNA	66927	67011	-	LLPFDG_00705	trnY	tRNA-Tyr(gta)	SO:0000272
contig_12	cds	67159	67863	-	LLPFDG_00710		Sporulation protein	SO:0001217, UniRef:UniRef50_I4CXQ1
contig_12	cds	67872	68618	-	LLPFDG_00715		Type III pantothenate kinase	SO:0001217, UniRef:UniRef50_B7V628
contig_12	cds	68615	69553	-	LLPFDG_00720	birA	Bifunctional ligase/repressor BirA	SO:0001217, UniRef:UniRef50_A0A080VK66
contig_12	rRNA	69714	69819	-	LLPFDG_00725	rrf	(5' truncated) 5S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01985, RFAM:RF00001, SO:0000652
contig_13	cds	41	280	+	LLPFDG_00730		hypothetical protein	
contig_14	cds	1	222	+	LLPFDG_00735		Molybdopterin synthase sulfur carrier subunit	SO:0001217, UniRef:UniRef50_A0A379ZEB0
contig_16	cds	57	485	+	LLPFDG_00740		hypothetical protein	
contig_17	cds	66	284	-	LLPFDG_00745		hypothetical protein	
contig_23	cds	218	820	-	LLPFDG_00750	plcR	Phospholipase C accessory protein PlcR	SO:0001217, UniRef:UniRef50_A0A1I0U214
contig_23	cds	817	2103	-	LLPFDG_00755	ppiC	PpiC domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7X0BSK6
contig_23	cds	2084	3070	-	LLPFDG_00760		Phospholipase	SO:0001217, UniRef:UniRef50_A0A1I3FY13
contig_23	cds	3181	4005	-	LLPFDG_00765		Shikimate dehydrogenase (NADP(+))	SO:0001217, UniRef:UniRef50_P43904
contig_23	cds	4063	4980	-	LLPFDG_00770		Oxygen-dependent coproporphyrinogen-III oxidase	SO:0001217, UniRef:UniRef50_Q7WL80
contig_23	cds	5171	6148	+	LLPFDG_00775		Quinone oxidoreductase 1	SO:0001217, UniRef:UniRef50_P28304
contig_23	cds	6158	6715	-	LLPFDG_00780		Threonylcarbamoyl-AMP synthase	SO:0001217, UniRef:UniRef50_A0A2S9B1Y8
contig_23	cds	6756	7844	-	LLPFDG_00785	dprA	DNA processing protein DprA	SO:0001217, UniRef:UniRef50_A0A0P9VKU7
contig_23	cds	7979	9004	-	LLPFDG_00790	lysM	LysM domain-containing protein	SO:0001217, UniRef:UniRef50_S6AKN0
contig_23	cds	9143	9649	+	LLPFDG_00795		Peptide deformylase	SO:0001217, UniRef:UniRef50_W8L253
contig_23	cds	9704	10648	+	LLPFDG_00800		Methionyl-tRNA formyltransferase	SO:0001217, UniRef:UniRef50_A5F4B4
contig_23	cds	10645	11949	+	LLPFDG_00805		Ribosomal RNA small subunit methyltransferase B	SO:0001217, UniRef:UniRef50_Q9I7A9
contig_23	cds	11976	13349	+	LLPFDG_00810	trkA	Trk system potassium uptake protein TrkA	SO:0001217, UniRef:UniRef50_Q8EKR1
contig_23	cds	13498	13815	+	LLPFDG_00815		TPR-REGION domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1E2UUG0
contig_23	cds	14130	14402	+	LLPFDG_00820		DUF742 domain-containing protein	SO:0001217, UniRef:UniRef50_V6APK0
contig_23	cds	14464	15117	-	LLPFDG_00825		putative queuosine precursor transporter	SO:0001217, UniRef:UniRef50_A0A554XIU8
contig_23	cds	15264	15530	-	LLPFDG_00830	pilZ	PilZ domain-containing protein	SO:0001217, UniRef:UniRef50_N2J169
contig_23	cds	15615	16502	-	LLPFDG_00835		HtrB_1 protein	SO:0001217, UniRef:UniRef50_A0A0D0TGL8
contig_23	cds	16647	17198	-	LLPFDG_00840		DNA-3-methyladenine glycosylase	SO:0001217, UniRef:UniRef50_W8X3U4
contig_23	cds	17303	18250	+	LLPFDG_00845		Glycine--tRNA ligase alpha subunit	SO:0001217, UniRef:UniRef50_Q8EPY1
contig_23	cds	18247	20304	+	LLPFDG_00850		Glycine--tRNA ligase beta subunit	SO:0001217, UniRef:UniRef50_Q6F7L8
contig_23	cds	20361	22067	-	LLPFDG_00855		Cytochrome c domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6L3SNV3
contig_23	cds	22399	22935	+	LLPFDG_00860		D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase	SO:0001217, UniRef:UniRef50_Q88RS0
contig_23	cds	22947	23720	+	LLPFDG_00865	plsC	PlsC domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1Q9R9S5
contig_23	cds	24079	26499	-	LLPFDG_00870		DNA gyrase subunit B	SO:0001217, UniRef:UniRef50_A0A0S2JCA5
contig_23	cds	26496	27605	-	LLPFDG_00875	recF	DNA replication and repair protein RecF	SO:0001217, UniRef:UniRef50_P13456
contig_23	cds	27615	28718	-	LLPFDG_00880		Beta sliding clamp	SO:0001217, UniRef:UniRef50_P0A120
contig_23	cds	28747	30291	-	LLPFDG_00885	dnaA	Chromosomal replication initiator protein DnaA	SO:0001217, UniRef:UniRef50_Q8XBZ3
contig_23	oriC	30286	30965	?			origin of replication	
contig_23	cds	30817	30951	+	LLPFDG_00890		50S ribosomal protein L34	SO:0001217, UniRef:UniRef50_C3MF51
contig_23	cds	30966	31373	+	LLPFDG_00895		Ribonuclease P protein component	SO:0001217, UniRef:UniRef50_Q87TR9
contig_23	cds	31614	33350	+	LLPFDG_00900	yidC	Membrane protein insertase YidC	SO:0001217, UniRef:UniRef50_A4VS82
contig_23	cds	33421	34788	+	LLPFDG_00905	mnmE	tRNA modification GTPase MnmE	SO:0001217, UniRef:UniRef50_P43730
contig_23	cds	35283	35507	+	LLPFDG_00910		Transposase	SO:0001217, UniRef:UniRef50_A0A8B4ZFN3
contig_23	oriC	35508	35980	?			origin of replication	
contig_23	cds	35981	37873	+	LLPFDG_00915	mnmG	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	SO:0001217, UniRef:UniRef50_B8GRC9
contig_23	cds	37873	38517	+	LLPFDG_00920		Ribosomal RNA small subunit methyltransferase G	SO:0001217, UniRef:UniRef50_F6CVS8
contig_23	cds	38536	39324	+	LLPFDG_00925	soj	chromosome partitioning protein Soj	BlastRules:WP_003097243, SO:0001217, UniRef:UniRef50_A0A1V6FPL0
contig_23	cds	39334	40206	+	LLPFDG_00930	parB	putative chromosome-partitioning protein ParB	SO:0001217, UniRef:UniRef50_Q83AH2
contig_23	cds	40370	40750	+	LLPFDG_00935		ATP synthase protein I	SO:0001217, UniRef:UniRef50_A0A1C2DUC8
contig_23	cds	40767	41636	+	LLPFDG_00940		ATP synthase subunit a	SO:0001217, UniRef:UniRef50_A3N2V0
contig_23	cds	41686	41943	+	LLPFDG_00945		ATP synthase subunit c	SO:0001217, UniRef:UniRef50_Q6FFK5
contig_23	cds	42001	42471	+	LLPFDG_00950		ATP synthase subunit b	SO:0001217, UniRef:UniRef50_K6YFU5
contig_23	cds	42483	43019	+	LLPFDG_00955		ATP synthase subunit delta	SO:0001217, UniRef:UniRef50_Q87TT1
contig_23	cds	43038	44582	+	LLPFDG_00960		ATP synthase subunit alpha	SO:0001217, UniRef:UniRef50_B2FHZ0
contig_23	cds	44633	45493	+	LLPFDG_00965		ATP synthase gamma chain 2	SO:0001217, UniRef:UniRef50_Q6LKZ7
contig_23	cds	45524	46900	+	LLPFDG_00970		ATP synthase subunit beta	SO:0001217, UniRef:UniRef50_Q9JXQ2
contig_23	cds	46942	47367	+	LLPFDG_00975		ATP synthase epsilon chain	SO:0001217, UniRef:UniRef50_Q88BX5
contig_23	cds	47488	48852	+	LLPFDG_00980	glmU	Bifunctional protein GlmU	SO:0001217, UniRef:UniRef50_Q1QSD2
contig_23	cds	48866	49375	+	LLPFDG_00985		Peptidase-M23 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2V2SU78
contig_23	cds	49443	50216	+	LLPFDG_00990	glmR	GlmR	SO:0001217, UniRef:UniRef50_G8Q894
contig_23	cds	50232	52067	+	LLPFDG_00995		Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	SO:0001217, UniRef:UniRef50_A0A2N2AAM1
contig_23	cds	52333	53244	+	LLPFDG_01000		Tn7-TnsA-like-N domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3M5N3B8
contig_23	cds	53225	53806	+	LLPFDG_01005		hypothetical protein	
contig_25	ncRNA	108	255	-	LLPFDG_01010	sraL	sraL Hfq binding RNA	RFAM:RF01408, SO:0000655
