Product	Sequence_Count	Sequence Ids	Locus Tag Count	Locus Tags
2-hydroxychromene-2-carboxylate isomerase	1	contig_1	1	OIFKLK_00126
2-iminobutanoate/2-iminopropanoate deaminase	1	contig_1	2	OIFKLK_01877;OIFKLK_06145
2-isopropylmalate synthase	1	contig_1	2	OIFKLK_01137;OIFKLK_04168
2-keto-3-deoxy-L-lyxonate dehydratase	1	contig_1	1	OIFKLK_03101
2-methylaconitate cis-trans isomerase PrpF	1	contig_1	1	OIFKLK_04645
2-methylcitrate dehydratase	1	contig_1	1	OIFKLK_04646
2-methylcitrate dehydratase (2-methyl-trans-aconitate forming)	1	contig_1	1	OIFKLK_04644
2-methylcitrate synthase	1	contig_1	1	OIFKLK_04643
2-methylisocitrate lyase	1	contig_1	1	OIFKLK_04642
2-nitropropane dioxygenase	1	contig_1	2	OIFKLK_00669;OIFKLK_04374
2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase	1	contig_1	1	OIFKLK_06060
2-octaprenyl-6-methoxyphenyl hydroxylase	1	contig_1	1	OIFKLK_06062
2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase	1	contig_1	1	OIFKLK_03955
2-oxo-carboxylic acid reductase (Glyoxalate reductase) (2-ketoaldonate reductase)	1	contig_1	1	OIFKLK_02984
2-oxoglutarate dehydrogenase E1 component	1	contig_1	1	OIFKLK_03749
2-oxoglutarate-dependent ethylene/succinate-forming enzyme	1	contig_1	1	OIFKLK_00155
2-oxoisovalerate dehydrogenase subunit alpha	1	contig_1	1	OIFKLK_03000
2-polyprenyl-6-hydroxyphenyl methylase/3-demethylubiquinone-9 3-methyltransferase	1	contig_1	1	OIFKLK_02310
2-succinyl-6-hydroxy-2, 4-cyclohexadiene-1-carboxylate synthase	1	contig_1	1	OIFKLK_03712
23S ribosomal RNA	1	contig_1	4	OIFKLK_00681;OIFKLK_04909;OIFKLK_05489;OIFKLK_06213
23S rRNA (Guanine(745)-N(1))-methyltransferase	1	contig_1	1	OIFKLK_04224
23S rRNA (guanosine-2'-O-)-methyltransferase RlmB	1	contig_1	1	OIFKLK_05752
23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	1	contig_1	1	OIFKLK_04460
2Fe-2S ferredoxin	1	contig_1	1	OIFKLK_01120
2Fe-2S ferredoxin-type domain-containing protein	1	contig_1	3	OIFKLK_03437;OIFKLK_04964;OIFKLK_05388
3'(2'),5'-bisphosphate nucleotidase CysQ	1	contig_1	1	OIFKLK_06012
3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA	1	contig_1	1	OIFKLK_05787
3'-phosphate/5'-hydroxy nucleic acid ligase	1	contig_1	2	OIFKLK_05349;OIFKLK_06321
3,4-dihydroxy-2-butanone 4-phosphate synthase	1	contig_1	1	OIFKLK_00871
3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase MhpA	1	contig_1	1	OIFKLK_03062
3-(3-hydroxydecanoyloxy)decanoate synthase	1	contig_1	1	OIFKLK_01505
3-2 kDa protein	1	contig_1	2	OIFKLK_04853;OIFKLK_05463
3-alpha,7-alpha, 12-alpha-trihydroxy-5-beta-cholest-24-enoyl-CoA hydratase	1	contig_1	1	OIFKLK_04381
3-alpha-hydroxycholanate dehydrogenase (NADP(+))	1	contig_1	1	OIFKLK_05273
3-beta hydroxysteroid dehydrogenase/isomerase domain-containing protein	1	contig_1	1	OIFKLK_04995
3-carboxy-cis,cis-muconate cycloisomerase	1	contig_1	1	OIFKLK_00239
3-dehydro-bile acid delta(4,6)-reductase	1	contig_1	1	OIFKLK_00976
3-dehydrocarnitine:acetyl-CoA trimethylamine transferase	1	contig_1	1	OIFKLK_06234
3-dehydroquinate dehydratase	1	contig_1	1	OIFKLK_05661
3-dehydroquinate dehydratase 2	1	contig_1	1	OIFKLK_00255
3-dehydroquinate synthase	1	contig_1	1	OIFKLK_05859
3-dehydroshikimate dehydratase	1	contig_1	1	OIFKLK_00252
3-demethoxyubiquinol 3-hydroxylase	1	contig_1	1	OIFKLK_00664
3-demethylubiquinone-9 3-methyltransferase	1	contig_1	2	OIFKLK_02384;OIFKLK_03884
3-deoxy-7-phosphoheptulonate synthase	1	contig_1	2	OIFKLK_02065;OIFKLK_03580
3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC	1	contig_1	1	OIFKLK_05096
3-deoxy-D-manno-octulosonic acid kinase	1	contig_1	1	OIFKLK_05826
3-deoxy-D-manno-octulosonic-acid (KDO) transferase	1	contig_1	1	OIFKLK_05831
3-deoxy-manno-octulosonate cytidylyltransferase	1	contig_1	1	OIFKLK_02027
3-guanidinopropionate transport protein	1	contig_1	2	OIFKLK_00302;OIFKLK_04054
3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	1	contig_1	1	OIFKLK_01355
3-hydroxyacyl-CoA dehydrogenase	1	contig_1	3	OIFKLK_01411;OIFKLK_03706;OIFKLK_04375
3-hydroxyacyl-CoA dehydrogenase type-2	1	contig_1	1	OIFKLK_02693
3-hydroxybutyrate dehydrogenase	1	contig_1	1	OIFKLK_03310
3-hydroxybutyryl-CoA dehydratase	1	contig_1	1	OIFKLK_01692
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase	1	contig_1	1	OIFKLK_03724
3-isopropylmalate dehydratase	1	contig_1	1	OIFKLK_01704
3-isopropylmalate dehydratase large subunit	1	contig_1	1	OIFKLK_01879
3-isopropylmalate dehydratase small subunit 2	1	contig_1	1	OIFKLK_01880
3-isopropylmalate dehydrogenase	1	contig_1	1	OIFKLK_01882
3-keto-5-aminohexanoate cleavage protein	1	contig_1	1	OIFKLK_04626
3-ketoacyl-(Acyl-carrier-protein) reductase	1	contig_1	1	OIFKLK_00836
3-ketoacyl-ACP reductase	1	contig_1	2	OIFKLK_03495;OIFKLK_04002
3-ketoacyl-CoA thiolase	1	contig_1	1	OIFKLK_01991
3-ketoacyl-CoA thiolase/ Acetyl-CoA acetyltransferase	1	contig_1	1	OIFKLK_05595
3-mercaptopropionate dioxygenase	1	contig_1	1	OIFKLK_02500
3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)	1	contig_1	1	OIFKLK_01568
3-methyl-2-oxobutanoate hydroxymethyltransferase	1	contig_1	2	OIFKLK_03736;OIFKLK_05536
3-methylmercaptopropionyl-CoA dehydrogenase	1	contig_1	3	OIFKLK_00530;OIFKLK_05840;OIFKLK_06026
3-octaprenyl-4-hydroxybenzoate carboxy-lyase	1	contig_1	1	OIFKLK_06078
3-oxoacyl-[acyl-carrier protein] reductase	1	contig_1	3	OIFKLK_00824;OIFKLK_05596;OIFKLK_06375
3-oxoacyl-[acyl-carrier-protein] reductase	1	contig_1	1	OIFKLK_02039
3-oxoacyl-[acyl-carrier-protein] reductase FabG	1	contig_1	1	OIFKLK_05986
3-oxoacyl-[acyl-carrier-protein] reductase MabA	1	contig_1	1	OIFKLK_03898
3-oxoacyl-[acyl-carrier-protein] synthase 1	1	contig_1	1	OIFKLK_03725
3-oxoacyl-[acyl-carrier-protein] synthase 2	1	contig_1	1	OIFKLK_03872
3-oxoacyl-ACP reductase	1	contig_1	3	OIFKLK_02565;OIFKLK_04305;OIFKLK_05024
3-oxoacyl-ACP reductase RhlG	1	contig_1	1	OIFKLK_01598
3-oxoacyl-ACP synthase	1	contig_1	1	OIFKLK_00106
3-oxoadipate CoA-transferase	1	contig_1	1	OIFKLK_00236
3-oxoadipate CoA-transferase subunit A	1	contig_1	1	OIFKLK_00235
3-oxoadipate enol-lactonase	1	contig_1	2	OIFKLK_00240;OIFKLK_00503
3-oxoadipate enol-lactone hydrolase	1	contig_1	1	OIFKLK_01950
3-phosphoglycerate kinase	1	contig_1	1	OIFKLK_01777
3-phosphoshikimate 1-carboxyvinyltransferase	1	contig_1	1	OIFKLK_01839
30S ribosomal protein S1	1	contig_1	1	OIFKLK_01841
30S ribosomal protein S3	1	contig_1	1	OIFKLK_04344
33 kDa chaperonin	1	contig_1	1	OIFKLK_06032
4-alpha-glucanotransferase	1	contig_1	1	OIFKLK_03151
4-aminobutyrate aminotransferase	1	contig_1	1	OIFKLK_00281
4-carboxy-2-hydroxymuconate-6-semialdehyde dehydrogenase	1	contig_1	1	OIFKLK_00247
4-carboxymuconolactone decarboxylase	1	contig_1	2	OIFKLK_00241;OIFKLK_05124
4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	1	contig_1	1	OIFKLK_05439
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)	1	contig_1	1	OIFKLK_01126
4-hydroxy-3-methylbut-2-enyl diphosphate reductase	1	contig_1	2	OIFKLK_05171;OIFKLK_05321
4-hydroxy-tetrahydrodipicolinate reductase	1	contig_1	1	OIFKLK_05568
4-hydroxy-tetrahydrodipicolinate synthase	1	contig_1	2	OIFKLK_03431;OIFKLK_04391
4-hydroxybenzoate 3-monooxygenase	1	contig_1	1	OIFKLK_00257
4-hydroxybenzoate octaprenyltransferase	1	contig_1	1	OIFKLK_06200
4-hydroxybenzoate transporter PcaK	1	contig_1	1	OIFKLK_05716
4-hydroxybenzoyl-CoA thioesterase/acyl-CoA thioester hydrolase	1	contig_1	1	OIFKLK_04423
4-hydroxyphenylacetate 3-monooxygenase reductase component	1	contig_1	1	OIFKLK_00833
4-hydroxyphenylpyruvate dioxygenase	1	contig_1	1	OIFKLK_04533
4-hydroxyproline 2-epimerase	1	contig_1	1	OIFKLK_04117
4-hydroxythreonine-4-phosphate dehydrogenase	1	contig_1	2	OIFKLK_00618;OIFKLK_03105
4-nitrophenol 2-monooxygenase, oxygenase component	1	contig_1	1	OIFKLK_00834
4-vinyl reductase 4VR domain-containing protein	1	contig_1	1	OIFKLK_06244
4Fe-4S ferredoxin-type domain-containing protein	1	contig_1	2	OIFKLK_00383;OIFKLK_05623
5' ureB small RNA	1	contig_1	1	OIFKLK_05684
5'-nucleotidase SurE	1	contig_1	1	OIFKLK_01375
5,6-dimethylbenzimidazole synthase	1	contig_1	1	OIFKLK_04110
5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB	1	contig_1	1	OIFKLK_06123
5-carboxymethyl-2-hydroxymuconate isomerase	1	contig_1	1	OIFKLK_03352
5-formyltetrahydrofolate cyclo-ligase	1	contig_1	1	OIFKLK_06068
5-guanidino-2-oxopentanoate decarboxylase	1	contig_1	1	OIFKLK_04055
5-hydroxyisourate hydrolase	1	contig_1	1	OIFKLK_03953
5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	1	contig_1	1	OIFKLK_03388
5-methylthioadenosine/S-adenosylhomocysteine deaminase	1	contig_1	1	OIFKLK_01833
5-oxoprolinase subunit A	1	contig_1	1	OIFKLK_05149
5-oxoprolinase subunit A 2	1	contig_1	1	OIFKLK_00515
5-oxoprolinase subunit A 3	1	contig_1	1	OIFKLK_03206
5-oxoprolinase subunit PxpB	1	contig_1	1	OIFKLK_05148
50S ribosomal protein L16 arginine hydroxylase	1	contig_1	1	OIFKLK_02405
50S ribosomal protein L21	1	contig_1	1	OIFKLK_06242
5S ribosomal RNA	1	contig_1	4	OIFKLK_00682;OIFKLK_04908;OIFKLK_05488;OIFKLK_06212
6,7-dimethyl-8-ribityllumazine synthase	1	contig_1	1	OIFKLK_00872
6-aminohexanoate-dimer hydrolase	1	contig_1	1	OIFKLK_03021
6-carboxy-5,6,7,8-tetrahydropterin synthase	1	contig_1	1	OIFKLK_02366
6-phosphogluconate phosphatase	1	contig_1	1	OIFKLK_00586
6-phosphogluconolactonase	1	contig_1	1	OIFKLK_01821
6S / SsrS RNA	1	contig_1	1	OIFKLK_06067
7,8-dihydroneopterin aldolase	1	contig_1	2	OIFKLK_00607;OIFKLK_01546
7-carboxy-7-deazaguanine synthase	1	contig_1	1	OIFKLK_04416
7-cyano-7-deazaguanine synthase	1	contig_1	1	OIFKLK_04415
7-methyl-GTP pyrophosphatase	1	contig_1	1	OIFKLK_02034
8-amino-7-oxononanoate synthase	1	contig_1	1	OIFKLK_00524
8-oxo-dGTP diphosphatase	1	contig_1	1	OIFKLK_05035
8-oxoguanine deaminase	1	contig_1	1	OIFKLK_00150
[Ribosomal protein bS18]-alanine N-acetyltransferase	1	contig_1	1	OIFKLK_05474
[Ribosomal protein uS5]-alanine N-acetyltransferase	1	contig_1	1	OIFKLK_03387
[ribosomal protein uS5]-alanine N-acetyltransferase	1	contig_1	1	OIFKLK_04000
A-type flagellar hook-associated protein 2	1	contig_1	1	OIFKLK_04297
a1, b1 targets of C4 antisense RNA	1	contig_1	1	OIFKLK_04142
AAA ATPase	1	contig_1	1	OIFKLK_05285
AAA domain-containing protein	1	contig_1	7	OIFKLK_02656;OIFKLK_03782;OIFKLK_03867;OIFKLK_04010;OIFKLK_04599;OIFKLK_04774;OIFKLK_05183
AAA family ATPase	1	contig_1	3	OIFKLK_02135;OIFKLK_02444;OIFKLK_04955
AAA+ ATPase domain-containing protein	1	contig_1	4	OIFKLK_02324;OIFKLK_04593;OIFKLK_04940;OIFKLK_05270
AB hydrolase-1 domain-containing protein	1	contig_1	7	OIFKLK_01775;OIFKLK_02372;OIFKLK_03145;OIFKLK_03225;OIFKLK_03713;OIFKLK_04093;OIFKLK_04174
Abasic site processing protein	1	contig_1	2	OIFKLK_05241;OIFKLK_05402
ABC subunit of A-band LPS efflux transporter	1	contig_1	1	OIFKLK_06300
ABC transmembrane type-1 domain-containing protein	1	contig_1	23	OIFKLK_00193;OIFKLK_00214;OIFKLK_00320;OIFKLK_01039;OIFKLK_01393;OIFKLK_01536;OIFKLK_01541;OIFKLK_01674;OIFKLK_01749;OIFKLK_01814;OIFKLK_01815;OIFKLK_02086;OIFKLK_02906;OIFKLK_02907;OIFKLK_02939;OIFKLK_02952;OIFKLK_03114;OIFKLK_03252;OIFKLK_05142;OIFKLK_05897;OIFKLK_05916;OIFKLK_05990;OIFKLK_06210
ABC transporter	1	contig_1	2	OIFKLK_03442;OIFKLK_04508
ABC transporter ATP-binding protein	1	contig_1	4	OIFKLK_01995;OIFKLK_02154;OIFKLK_05144;OIFKLK_05677
ABC transporter ATP-binding protein PchH	1	contig_1	1	OIFKLK_00746
ABC transporter ATP-binding protein PchI	1	contig_1	1	OIFKLK_00747
ABC transporter ATPase	1	contig_1	1	OIFKLK_05676
ABC transporter domain-containing protein	1	contig_1	12	OIFKLK_00862;OIFKLK_00888;OIFKLK_01265;OIFKLK_01675;OIFKLK_01789;OIFKLK_02098;OIFKLK_02202;OIFKLK_02523;OIFKLK_02938;OIFKLK_04046;OIFKLK_05360;OIFKLK_06093
ABC transporter nucleotide binding/ATPase protein	1	contig_1	1	OIFKLK_05988
ABC transporter nucleotide binding/ATPase protein (Nitrate/sulfonates)	1	contig_1	1	OIFKLK_00192
ABC transporter permease	1	contig_1	6	OIFKLK_00146;OIFKLK_00331;OIFKLK_01089;OIFKLK_02096;OIFKLK_05359;OIFKLK_06354
ABC transporter permease subunit	1	contig_1	1	OIFKLK_01392
ABC transporter substrate-binding protein	1	contig_1	9	OIFKLK_00231;OIFKLK_00627;OIFKLK_00629;OIFKLK_02870;OIFKLK_02937;OIFKLK_03543;OIFKLK_03722;OIFKLK_04662;OIFKLK_04761
ABC transporter substrate-binding protein PnrA-like domain-containing protein	1	contig_1	1	OIFKLK_00154
ABC transporter, ATP-binding protein	1	contig_1	1	OIFKLK_00144
ABC transporter, periplasmic substrate-binding protein	1	contig_1	1	OIFKLK_01751
ABC transporter, transmembrane region:ABC transporter	1	contig_1	1	OIFKLK_04274
ABC-2 type transporter domain-containing protein	1	contig_1	1	OIFKLK_01266
ABC-2 type transporter transmembrane domain-containing protein	1	contig_1	2	OIFKLK_00887;OIFKLK_01584
ABC-type dipeptide transporter	1	contig_1	3	OIFKLK_03250;OIFKLK_03515;OIFKLK_05143
ABC-type glycine betaine transport system substrate-binding domain-containing protein	1	contig_1	3	OIFKLK_00034;OIFKLK_05917;OIFKLK_05924
ABC-type transport auxiliary lipoprotein component domain-containing protein	1	contig_1	2	OIFKLK_01787;OIFKLK_05781
ABC-type uncharacterized transport system domain-containing protein	1	contig_1	2	OIFKLK_00886;OIFKLK_01267
ABC-type xenobiotic transporter	1	contig_1	3	OIFKLK_01773;OIFKLK_02850;OIFKLK_04539
ABC1 atypical kinase-like domain-containing protein	1	contig_1	1	OIFKLK_02568
ABC3 transporter permease C-terminal domain-containing protein	1	contig_1	1	OIFKLK_02153
ABM domain-containing protein	1	contig_1	6	OIFKLK_00286;OIFKLK_01435;OIFKLK_02979;OIFKLK_03119;OIFKLK_03263;OIFKLK_04864
Abortive phage infection protein C-terminal domain-containing protein	1	contig_1	1	OIFKLK_04741
AbrB family transcriptional regulator	1	contig_1	1	OIFKLK_04689
Acetate kinase	1	contig_1	2	OIFKLK_02560;OIFKLK_04564
Acetate--CoA ligase family protein	1	contig_1	1	OIFKLK_04382
Acetate/butyrate-CoA ligase AAE7, peroxisomal	1	contig_1	1	OIFKLK_03091
Acetoacetate--CoA ligase	1	contig_1	1	OIFKLK_03316
Acetoacetyl-CoA synthetase	1	contig_1	1	OIFKLK_02117
acetolactate synthase	1	contig_1	1	OIFKLK_03277
Acetolactate synthase isozyme 3 large subunit	1	contig_1	1	OIFKLK_05498
Acetolactate synthase small subunit	1	contig_1	1	OIFKLK_05497
Acetyl CoA:N6-hydroxylysine acetyl transferase	1	contig_1	1	OIFKLK_02821
Acetyl-CoA acetyltransferase	1	contig_1	1	OIFKLK_03312
Acetyl-CoA acetyltransferase (Thiolase)	1	contig_1	1	OIFKLK_04383
acetyl-CoA C-acetyltransferase	1	contig_1	1	OIFKLK_01000
acetyl-CoA C-acyltransferase	1	contig_1	3	OIFKLK_00237;OIFKLK_01530;OIFKLK_02069
Acetyl-CoA C-acyltransferase	1	contig_1	1	OIFKLK_02694
acetyl-CoA carboxylase	1	contig_1	1	OIFKLK_04072
Acetyl-CoA carboxylase alpha subunit	1	contig_1	2	OIFKLK_02273;OIFKLK_04320
Acetyl-CoA hydrolase	1	contig_1	1	OIFKLK_06141
Acetyl-CoA hydrolase/transferase	1	contig_1	1	OIFKLK_06295
Acetyl-CoA:oxalate CoA-transferase	1	contig_1	1	OIFKLK_01409
Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha	1	contig_1	1	OIFKLK_01361
Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	1	contig_1	1	OIFKLK_01888
Acetyl-coenzyme A synthetase	1	contig_1	2	OIFKLK_04511;OIFKLK_05540
Acetyl-S-ACP:malonate ACP transferase	1	contig_1	1	OIFKLK_00217
Acetylglutamate kinase	1	contig_1	1	OIFKLK_06165
Acetylornithine deacetylase	1	contig_1	1	OIFKLK_06045
Acetylpolyamine amidohydrolase 1	1	contig_1	2	OIFKLK_00340;OIFKLK_04063
Acetyltransferase	1	contig_1	2	OIFKLK_03863;OIFKLK_04302
Acetyltransferase PA2271	1	contig_1	1	OIFKLK_02976
Acetyltransferase PA2578	1	contig_1	1	OIFKLK_02668
Acid phosphatase	1	contig_1	1	OIFKLK_00198
Acid-resistance membrane protein	1	contig_1	1	OIFKLK_06256
Acireductone dioxygenase	1	contig_1	1	OIFKLK_03648
Aconitate hydratase	1	contig_1	1	OIFKLK_03818
Aconitate hydratase B	1	contig_1	1	OIFKLK_03542
Acr1 family type III secretion system gatekeeper subunit Pcr1	1	contig_1	1	OIFKLK_03632
Acriflavin resistance protein	1	contig_1	1	OIFKLK_02723
AcrR_2 protein	1	contig_1	1	OIFKLK_02050
Acryloyl-CoA reductase (NADH)	1	contig_1	4	OIFKLK_02697;OIFKLK_04378;OIFKLK_05813;OIFKLK_05814
Activator of Hsp90 ATPase-like ue 1/2-like C-terminal domain-containing protein	1	contig_1	1	OIFKLK_04630
Acyl carrier protein	1	contig_1	1	OIFKLK_02040
Acyl carrier protein 2	1	contig_1	1	OIFKLK_03449
Acyl carrier protein phosphodiesterase	1	contig_1	1	OIFKLK_04986
Acyl-[acyl-carrier-protein] dehydrogenase MbtN	1	contig_1	2	OIFKLK_04198;OIFKLK_05071
Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	1	contig_1	1	OIFKLK_01356
Acyl-CoA dehydrogenase	1	contig_1	9	OIFKLK_00986;OIFKLK_02695;OIFKLK_02916;OIFKLK_03703;OIFKLK_04100;OIFKLK_04376;OIFKLK_04519;OIFKLK_04694;OIFKLK_04982
Acyl-CoA dehydrogenase AidB	1	contig_1	1	OIFKLK_00951
Acyl-CoA dehydrogenase MmgC	1	contig_1	1	OIFKLK_03846
Acyl-CoA N-acyltransferase	1	contig_1	1	OIFKLK_01771
Acyl-CoA synthetase	1	contig_1	2	OIFKLK_01001;OIFKLK_01066
Acyl-CoA thioesterase	1	contig_1	8	OIFKLK_00983;OIFKLK_01870;OIFKLK_02139;OIFKLK_02213;OIFKLK_02338;OIFKLK_04413;OIFKLK_06024;OIFKLK_06370
Acyl-coenzyme A dehydrogenase	1	contig_1	1	OIFKLK_02199
acyl-homoserine lactone acylase PvdQ	1	contig_1	1	OIFKLK_02862
Acyl-homoserine lactone acylase QuiP	1	contig_1	1	OIFKLK_03425
acyl-homoserine-lactone acylase QuiP	1	contig_1	1	OIFKLK_04365
acyl-homoserine-lactone synthase	1	contig_1	1	OIFKLK_01508
acyl-homoserine-lactone synthase LasI	1	contig_1	1	OIFKLK_04040
Acylamidase	1	contig_1	3	OIFKLK_00211;OIFKLK_04869;OIFKLK_04975
acylcarnitine hydrolase	1	contig_1	1	OIFKLK_06231
Acylphosphatase	1	contig_1	1	OIFKLK_04437
Acyltransferase	1	contig_1	1	OIFKLK_02492
Acyltransferase 3 domain-containing protein	1	contig_1	4	OIFKLK_02571;OIFKLK_03006;OIFKLK_04971;OIFKLK_06308
Acyltransferase family protein	1	contig_1	1	OIFKLK_06367
Addiction module antidote protein	1	contig_1	1	OIFKLK_05214
Addiction module antidote protein, HigA family	1	contig_1	1	OIFKLK_05470
Addiction module killer protein	1	contig_1	1	OIFKLK_05215
Addiction module protein	1	contig_1	1	OIFKLK_01696
Adenine deaminase	1	contig_1	1	OIFKLK_00156
Adenine DNA glycosylase	1	contig_1	1	OIFKLK_05972
Adenine phosphoribosyltransferase	1	contig_1	1	OIFKLK_03838
Adenosine 5'-phosphosulfate reductase	1	contig_1	1	OIFKLK_03574
Adenosine monophosphate-protein transferase SoFic	1	contig_1	1	OIFKLK_00598
Adenosine nucleotide hydrolase NudE	1	contig_1	1	OIFKLK_06013
Adenosylcobinamide-GDP ribazoletransferase	1	contig_1	1	OIFKLK_04103
Adenosylhomocysteinase	1	contig_1	1	OIFKLK_00455
Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	1	contig_1	1	OIFKLK_00443
